entry,at,order
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (52.52) | #3 ""Rohan @ Q8ZCor2YJG"" (11.88) | #4 ""#1 Zach @ vAnWuTY_FS"" (7.80) | #5 ""Bennie @ 0M9SdU25_W"" (64.63) | #6 ""Sam @ QR-4gITocS"" (110.12) | #8 ""aron @ XNSdXZIPm0"" (19.55) | #9 ""Jared @ h0BlfhuN9N"" (48.03)",2022-01-24T10:34:00.698Z,164302044069801
"-- starting hand #162  (No Limit Texas Hold'em) (dealer: ""Rohan @ Q8ZCor2YJG"") --",2022-01-24T10:34:00.698Z,164302044069800
"-- ending hand #161 --",2022-01-24T10:33:57.624Z,164302043762402
"""Bennie @ 0M9SdU25_W"" collected 15.00 from pot with Pair, A's (combination: A♥, A♠, K♦, J♦, 6♠)",2022-01-24T10:33:57.624Z,164302043762401
"""Bennie @ 0M9SdU25_W"" shows a A♥, A♠.",2022-01-24T10:33:57.624Z,164302043762400
"""Jared @ h0BlfhuN9N"" checks",2022-01-24T10:33:56.771Z,164302043677100
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:33:55.075Z,164302043507500
"River: J♦, K♦, 4♥, 3♦ [6♠]",2022-01-24T10:33:47.014Z,164302042701400
"""Bennie @ 0M9SdU25_W"" calls 5.00",2022-01-24T10:33:46.159Z,164302042615900
"""Jared @ h0BlfhuN9N"" bets 5.00",2022-01-24T10:33:38.407Z,164302041840700
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:33:34.532Z,164302041453200
"Turn: J♦, K♦, 4♥ [3♦]",2022-01-24T10:33:26.880Z,164302040688000
"""Bennie @ 0M9SdU25_W"" calls 1.25",2022-01-24T10:33:26.053Z,164302040605300
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:33:22.578Z,164302040257800
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:33:21.647Z,164302040164700
"""Jared @ h0BlfhuN9N"" bets 1.25",2022-01-24T10:33:17.127Z,164302039712700
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:33:10.565Z,164302039056500
"""#1 Zach @ vAnWuTY_FS"" checks",2022-01-24T10:33:00.829Z,164302038082900
"Flop:  [J♦, K♦, 4♥]",2022-01-24T10:32:58.715Z,164302037871500
"""#1 Zach @ vAnWuTY_FS"" calls 0.60",2022-01-24T10:32:57.818Z,164302037781800
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:32:56.798Z,164302037679800
"""Aidan @ Cjnby_nuhl"" calls 0.60",2022-01-24T10:32:55.365Z,164302037536500
"""Jared @ h0BlfhuN9N"" calls 0.60",2022-01-24T10:32:54.183Z,164302037418300
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:32:50.399Z,164302037039900
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:32:49.409Z,164302036940900
"""Bennie @ 0M9SdU25_W"" raises to 0.60",2022-01-24T10:32:47.655Z,164302036765500
"""#1 Zach @ vAnWuTY_FS"" posts a big blind of 0.20",2022-01-24T10:32:40.378Z,164302036037810
"""Rohan @ Q8ZCor2YJG"" posts a small blind of 0.10",2022-01-24T10:32:40.378Z,164302036037809
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.12) | #3 ""Rohan @ Q8ZCor2YJG"" (11.98) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.40) | #5 ""Bennie @ 0M9SdU25_W"" (56.48) | #6 ""Sam @ QR-4gITocS"" (110.12) | #8 ""aron @ XNSdXZIPm0"" (19.55) | #9 ""Jared @ h0BlfhuN9N"" (54.88)",2022-01-24T10:32:40.378Z,164302036037801
"-- starting hand #161  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-24T10:32:40.378Z,164302036037800
"-- ending hand #160 --",2022-01-24T10:32:37.434Z,164302035743402
"""Sam @ QR-4gITocS"" collected 3.20 from pot",2022-01-24T10:32:37.434Z,164302035743401
"Uncalled bet of 1.80 returned to ""Sam @ QR-4gITocS""",2022-01-24T10:32:37.434Z,164302035743400
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:32:36.620Z,164302035662000
"""Sam @ QR-4gITocS"" bets 1.80",2022-01-24T10:32:35.596Z,164302035559600
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:32:08.123Z,164302032812300
"River: K♥, 6♥, K♠, 2♠ [2♣]",2022-01-24T10:32:05.611Z,164302032561100
"""Bennie @ 0M9SdU25_W"" calls 0.80",2022-01-24T10:32:04.723Z,164302032472300
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:32:03.051Z,164302032305100
"""Sam @ QR-4gITocS"" bets 0.80",2022-01-24T10:32:01.215Z,164302032121500
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:31:52.610Z,164302031261000
"""#1 Zach @ vAnWuTY_FS"" checks",2022-01-24T10:31:50.627Z,164302031062700
"Turn: K♥, 6♥, K♠ [2♠]",2022-01-24T10:31:49.000Z,164302030900000
"""Bennie @ 0M9SdU25_W"" calls 0.20",2022-01-24T10:31:48.161Z,164302030816100
"""#1 Zach @ vAnWuTY_FS"" calls 0.20",2022-01-24T10:31:43.386Z,164302030338600
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:31:42.410Z,164302030241000
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:31:40.737Z,164302030073700
"""Sam @ QR-4gITocS"" bets 0.20",2022-01-24T10:31:36.975Z,164302029697500
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:31:34.870Z,164302029487000
"""#1 Zach @ vAnWuTY_FS"" checks",2022-01-24T10:31:27.113Z,164302028711300
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-24T10:31:25.527Z,164302028552700
"""Aidan @ Cjnby_nuhl"" checks",2022-01-24T10:31:23.917Z,164302028391700
"Flop:  [K♥, 6♥, K♠]",2022-01-24T10:31:22.025Z,164302028202500
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-24T10:31:21.182Z,164302028118200
"""Aidan @ Cjnby_nuhl"" calls 0.20",2022-01-24T10:31:16.628Z,164302027662800
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:31:15.715Z,164302027571500
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:31:14.811Z,164302027481100
"""Sam @ QR-4gITocS"" calls 0.20",2022-01-24T10:31:13.867Z,164302027386700
"""Bennie @ 0M9SdU25_W"" calls 0.20",2022-01-24T10:31:10.996Z,164302027099600
"""#1 Zach @ vAnWuTY_FS"" calls 0.20",2022-01-24T10:31:06.458Z,164302026645800
"""Rohan @ Q8ZCor2YJG"" posts a big blind of 0.20",2022-01-24T10:31:03.508Z,164302026350810
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.10",2022-01-24T10:31:03.508Z,164302026350809
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.32) | #3 ""Rohan @ Q8ZCor2YJG"" (12.18) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.80) | #5 ""Bennie @ 0M9SdU25_W"" (57.68) | #6 ""Sam @ QR-4gITocS"" (108.12) | #8 ""aron @ XNSdXZIPm0"" (19.55) | #9 ""Jared @ h0BlfhuN9N"" (54.88)",2022-01-24T10:31:03.508Z,164302026350801
"-- starting hand #160  (No Limit Texas Hold'em) (dealer: ""Jared @ h0BlfhuN9N"") --",2022-01-24T10:31:03.508Z,164302026350800
"-- ending hand #159 --",2022-01-24T10:31:00.509Z,164302026050902
"""aron @ XNSdXZIPm0"" collected 1.90 from pot",2022-01-24T10:31:00.509Z,164302026050901
"Uncalled bet of 1.90 returned to ""aron @ XNSdXZIPm0""",2022-01-24T10:31:00.509Z,164302026050900
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:30:59.679Z,164302025967900
"""aron @ XNSdXZIPm0"" bets 1.90",2022-01-24T10:30:51.377Z,164302025137700
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:30:47.065Z,164302024706500
"River: 3♠, 10♣, 5♥, 9♦ [6♣]",2022-01-24T10:30:39.391Z,164302023939100
"""aron @ XNSdXZIPm0"" checks",2022-01-24T10:30:38.452Z,164302023845200
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:30:32.890Z,164302023289000
"Turn: 3♠, 10♣, 5♥ [9♦]",2022-01-24T10:30:28.579Z,164302022857900
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:30:27.774Z,164302022777400
"""aron @ XNSdXZIPm0"" calls 0.60",2022-01-24T10:30:25.675Z,164302022567500
"""Bennie @ 0M9SdU25_W"" bets 0.60",2022-01-24T10:30:24.684Z,164302022468400
"""Aidan @ Cjnby_nuhl"" checks",2022-01-24T10:30:17.161Z,164302021716100
"Flop:  [3♠, 10♣, 5♥]",2022-01-24T10:30:15.630Z,164302021563000
"""Aidan @ Cjnby_nuhl"" checks",2022-01-24T10:30:14.753Z,164302021475300
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:30:13.717Z,164302021371700
"""aron @ XNSdXZIPm0"" calls 0.20",2022-01-24T10:30:12.724Z,164302021272400
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:30:11.719Z,164302021171900
"""Bennie @ 0M9SdU25_W"" calls 0.20",2022-01-24T10:30:10.779Z,164302021077900
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:30:06.924Z,164302020692400
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:30:05.991Z,164302020599100
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.20",2022-01-24T10:30:03.704Z,164302020370410
"""Jared @ h0BlfhuN9N"" posts a small blind of 0.10",2022-01-24T10:30:03.704Z,164302020370409
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.52) | #3 ""Rohan @ Q8ZCor2YJG"" (12.18) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.80) | #5 ""Bennie @ 0M9SdU25_W"" (58.48) | #6 ""Sam @ QR-4gITocS"" (108.12) | #8 ""aron @ XNSdXZIPm0"" (18.45) | #9 ""Jared @ h0BlfhuN9N"" (54.98)",2022-01-24T10:30:03.704Z,164302020370401
"-- starting hand #159  (No Limit Texas Hold'em) (dealer: ""aron @ XNSdXZIPm0"") --",2022-01-24T10:30:03.704Z,164302020370400
"-- ending hand #158 --",2022-01-24T10:30:00.623Z,164302020062301
"""Rohan @ Q8ZCor2YJG"" collected 12.18 from pot with Pair, 10's (combination: 10♥, 10♣, A♦, 7♣, 6♥)",2022-01-24T10:30:00.623Z,164302020062300
"River: 7♣, 10♣, 4♠, 2♥ [A♦]",2022-01-24T10:29:56.500Z,164302019650000
"Turn: 7♣, 10♣, 4♠ [2♥]",2022-01-24T10:29:52.495Z,164302019249500
"""Jared @ h0BlfhuN9N"" shows a 8♠, 9♠.",2022-01-24T10:29:48.410Z,164302018841001
"""Rohan @ Q8ZCor2YJG"" shows a 6♥, 10♥.",2022-01-24T10:29:48.410Z,164302018841000
"Some players choose to not run it twice.",2022-01-24T10:29:47.531Z,164302018753101
"""Rohan @ Q8ZCor2YJG"" chooses to not run it twice.",2022-01-24T10:29:47.531Z,164302018753100
"Remaining players decide whether to run it twice.",2022-01-24T10:29:45.317Z,164302018531701
"""Jared @ h0BlfhuN9N"" calls 4.96",2022-01-24T10:29:45.317Z,164302018531700
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:29:41.963Z,164302018196300
"""Rohan @ Q8ZCor2YJG"" raises to 4.96 and go all in",2022-01-24T10:29:38.614Z,164302017861400
"""Jared @ h0BlfhuN9N"" bets 1.13",2022-01-24T10:29:34.755Z,164302017475500
"Flop:  [7♣, 10♣, 4♠]",2022-01-24T10:29:30.134Z,164302017013400
"""Rohan @ Q8ZCor2YJG"" calls 0.72",2022-01-24T10:29:29.290Z,164302016929000
"""Jared @ h0BlfhuN9N"" calls 0.72",2022-01-24T10:29:27.412Z,164302016741200
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:29:26.408Z,164302016640800
"""Sam @ QR-4gITocS"" raises to 0.72",2022-01-24T10:29:24.795Z,164302016479500
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:29:17.980Z,164302015798000
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:29:13.938Z,164302015393800
"""Rohan @ Q8ZCor2YJG"" calls 0.20",2022-01-24T10:29:12.960Z,164302015296000
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:29:08.396Z,164302014839600
"""Jared @ h0BlfhuN9N"" posts a big blind of 0.20",2022-01-24T10:29:06.834Z,164302014683410
"""aron @ XNSdXZIPm0"" posts a small blind of 0.10",2022-01-24T10:29:06.834Z,164302014683409
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.52) | #3 ""Rohan @ Q8ZCor2YJG"" (5.68) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.80) | #5 ""Bennie @ 0M9SdU25_W"" (58.48) | #6 ""Sam @ QR-4gITocS"" (108.84) | #8 ""aron @ XNSdXZIPm0"" (18.55) | #9 ""Jared @ h0BlfhuN9N"" (60.66)",2022-01-24T10:29:06.834Z,164302014683401
"-- starting hand #158  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-24T10:29:06.834Z,164302014683400
"-- ending hand #157 --",2022-01-24T10:29:03.832Z,164302014383202
"""Sam @ QR-4gITocS"" collected 6.00 from pot",2022-01-24T10:29:03.832Z,164302014383201
"Uncalled bet of 3.00 returned to ""Sam @ QR-4gITocS""",2022-01-24T10:29:03.832Z,164302014383200
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:29:02.970Z,164302014297000
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:28:55.718Z,164302013571800
"""Sam @ QR-4gITocS"" bets 3.00",2022-01-24T10:28:54.699Z,164302013469900
"Flop:  [3♣, 5♦, K♠]",2022-01-24T10:28:46.415Z,164302012641500
"""Bennie @ 0M9SdU25_W"" calls 2.00",2022-01-24T10:28:45.531Z,164302012553100
"""aron @ XNSdXZIPm0"" calls 2.00",2022-01-24T10:28:40.237Z,164302012023700
"""Sam @ QR-4gITocS"" raises to 2.00",2022-01-24T10:28:38.773Z,164302011877300
"""Bennie @ 0M9SdU25_W"" raises to 0.60",2022-01-24T10:28:31.987Z,164302011198700
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:28:27.299Z,164302010729900
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:28:26.368Z,164302010636800
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:28:22.082Z,164302010208200
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:28:21.090Z,164302010109000
"""aron @ XNSdXZIPm0"" posts a big blind of 0.20",2022-01-24T10:28:18.983Z,164302009898310
"""Sam @ QR-4gITocS"" posts a small blind of 0.10",2022-01-24T10:28:18.983Z,164302009898309
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.52) | #3 ""Rohan @ Q8ZCor2YJG"" (5.68) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.80) | #5 ""Bennie @ 0M9SdU25_W"" (60.48) | #6 ""Sam @ QR-4gITocS"" (104.84) | #8 ""aron @ XNSdXZIPm0"" (20.55) | #9 ""Jared @ h0BlfhuN9N"" (60.66)",2022-01-24T10:28:18.983Z,164302009898301
"-- starting hand #157  (No Limit Texas Hold'em) (dealer: ""Bennie @ 0M9SdU25_W"") --",2022-01-24T10:28:18.983Z,164302009898300
"-- ending hand #156 --",2022-01-24T10:28:16.068Z,164302009606802
"""Bennie @ 0M9SdU25_W"" collected 45.60 from pot",2022-01-24T10:28:16.068Z,164302009606801
"Uncalled bet of 14.88 returned to ""Bennie @ 0M9SdU25_W""",2022-01-24T10:28:16.068Z,164302009606800
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:28:15.266Z,164302009526600
"""Bennie @ 0M9SdU25_W"" raises to 26.88 and go all in",2022-01-24T10:28:13.533Z,164302009353300
"""Jared @ h0BlfhuN9N"" bets 12.00",2022-01-24T10:28:05.984Z,164302008598400
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:27:57.622Z,164302007762200
"River: Q♣, K♦, 6♥, 4♥ [5♣]",2022-01-24T10:27:49.846Z,164302006984600
"""Bennie @ 0M9SdU25_W"" calls 9.00",2022-01-24T10:27:48.981Z,164302006898100
"""Jared @ h0BlfhuN9N"" raises to 9.00",2022-01-24T10:27:41.591Z,164302006159100
"""Bennie @ 0M9SdU25_W"" raises to 5.40",2022-01-24T10:27:31.637Z,164302005163700
"""Jared @ h0BlfhuN9N"" bets 2.70",2022-01-24T10:27:22.069Z,164302004206900
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:27:19.180Z,164302003918000
"Turn: Q♣, K♦, 6♥ [4♥]",2022-01-24T10:27:14.625Z,164302003462500
"""Bennie @ 0M9SdU25_W"" calls 0.90",2022-01-24T10:27:13.730Z,164302003373000
"""Jared @ h0BlfhuN9N"" bets 0.90",2022-01-24T10:27:08.624Z,164302002862400
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:27:04.666Z,164302002466600
"Flop:  [Q♣, K♦, 6♥]",2022-01-24T10:27:01.218Z,164302002121800
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:27:00.408Z,164302002040800
"""Bennie @ 0M9SdU25_W"" calls 0.80",2022-01-24T10:26:58.152Z,164302001815200
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:26:55.921Z,164302001592100
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:26:54.917Z,164302001491700
"""Aidan @ Cjnby_nuhl"" folds",2022-01-24T10:26:53.720Z,164302001372000
"""Jared @ h0BlfhuN9N"" raises to 0.80",2022-01-24T10:26:52.810Z,164302001281000
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:26:47.588Z,164302000758800
"""Sam @ QR-4gITocS"" posts a big blind of 0.20",2022-01-24T10:26:46.007Z,164302000600710
"""Bennie @ 0M9SdU25_W"" posts a small blind of 0.10",2022-01-24T10:26:46.007Z,164302000600709
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.52) | #3 ""Rohan @ Q8ZCor2YJG"" (5.68) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.80) | #5 ""Bennie @ 0M9SdU25_W"" (37.58) | #6 ""Sam @ QR-4gITocS"" (105.04) | #8 ""aron @ XNSdXZIPm0"" (20.55) | #9 ""Jared @ h0BlfhuN9N"" (83.36)",2022-01-24T10:26:46.007Z,164302000600701
"-- starting hand #156  (No Limit Texas Hold'em) (dealer: ""#1 Zach @ vAnWuTY_FS"") --",2022-01-24T10:26:46.007Z,164302000600700
"-- ending hand #155 --",2022-01-24T10:26:43.005Z,164302000300502
"""Aidan @ Cjnby_nuhl"" collected 0.50 from pot",2022-01-24T10:26:43.005Z,164302000300501
"Uncalled bet of 0.60 returned to ""Aidan @ Cjnby_nuhl""",2022-01-24T10:26:43.005Z,164302000300500
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:26:42.004Z,164302000200400
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:26:38.233Z,164301999823300
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:26:37.212Z,164301999721200
"""Aidan @ Cjnby_nuhl"" raises to 0.80",2022-01-24T10:26:36.070Z,164301999607000
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:26:32.817Z,164301999281700
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:26:31.882Z,164301999188200
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:26:30.986Z,164301999098600
"""Bennie @ 0M9SdU25_W"" posts a big blind of 0.20",2022-01-24T10:26:25.525Z,164301998552510
"""#1 Zach @ vAnWuTY_FS"" posts a small blind of 0.10",2022-01-24T10:26:25.525Z,164301998552509
"Player stacks: #1 ""Aidan @ Cjnby_nuhl"" (53.22) | #3 ""Rohan @ Q8ZCor2YJG"" (5.68) | #4 ""#1 Zach @ vAnWuTY_FS"" (8.90) | #5 ""Bennie @ 0M9SdU25_W"" (37.78) | #6 ""Sam @ QR-4gITocS"" (105.04) | #8 ""aron @ XNSdXZIPm0"" (20.55) | #9 ""Jared @ h0BlfhuN9N"" (83.36)",2022-01-24T10:26:25.525Z,164301998552501
"-- starting hand #155  (No Limit Texas Hold'em) (dealer: ""Rohan @ Q8ZCor2YJG"") --",2022-01-24T10:26:25.525Z,164301998552500
"-- ending hand #154 --",2022-01-24T10:26:22.522Z,164301998252202
"""Aidan @ Cjnby_nuhl"" collected 2.60 from pot",2022-01-24T10:26:22.522Z,164301998252201
"Uncalled bet of 1.40 returned to ""Aidan @ Cjnby_nuhl""",2022-01-24T10:26:22.522Z,164301998252200
"""Bennie @ 0M9SdU25_W"" folds",2022-01-24T10:26:21.616Z,164301998161600
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-24T10:26:20.610Z,164301998061000
"""Aidan @ Cjnby_nuhl"" bets 1.40",2022-01-24T10:26:18.826Z,164301997882600
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:26:11.864Z,164301997186400
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-24T10:26:10.842Z,164301997084200
"Turn: A♠, 7♥, 10♣ [J♦]",2022-01-24T10:26:07.717Z,164301996771700
"""Aidan @ Cjnby_nuhl"" checks",2022-01-24T10:26:06.858Z,164301996685800
"""Bennie @ 0M9SdU25_W"" checks",2022-01-24T10:26:02.678Z,164301996267800
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-24T10:26:01.106Z,164301996110600
"Flop:  [A♠, 7♥, 10♣]",2022-01-24T10:25:57.709Z,164301995770900
"""Bennie @ 0M9SdU25_W"" calls 0.80",2022-01-24T10:25:56.744Z,164301995674400
"""#1 Zach @ vAnWuTY_FS"" folds",2022-01-24T10:25:54.869Z,164301995486900
"""Rohan @ Q8ZCor2YJG"" calls 0.80",2022-01-24T10:25:53.824Z,164301995382400
"""Aidan @ Cjnby_nuhl"" raises to 0.80",2022-01-24T10:25:52.197Z,164301995219700
"""Jared @ h0BlfhuN9N"" folds",2022-01-24T10:25:48.815Z,164301994881500
"""aron @ XNSdXZIPm0"" folds",2022-01-24T10:25:47.800Z,164301994780000
"""Sam @ QR-4gITocS"" folds",2022-01-24T10:25:46.892Z,164301994689200
"""Bennie @ 0M9SdU25_W"" calls 0.20",2022-01-24T10:25:41.783Z,164301994178300
"""#1 Zach @ vAnWuTY_FS"" posts a big blind of 0.20",2022-01-24T10:25:38.432Z,164301993843210
"""Rohan @ Q8ZCor2YJG"" posts a small blind of 0.10",2022-01-24T10:25:38.432Z,164301993843209
