entry,at,order
"The player ""Aidan @ Cjnby_nuhl"" stand up with the stack of 83.73.",2022-01-27T12:13:39.130Z,164328561913000
"-- ending hand #244 --",2022-01-27T12:13:31.126Z,164328561112602
"""Eric @ H6gP0q2HPC"" collected 12.50 from pot",2022-01-27T12:13:31.126Z,164328561112601
"Uncalled bet of 13.00 returned to ""Eric @ H6gP0q2HPC""",2022-01-27T12:13:31.126Z,164328561112600
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:13:30.223Z,164328561022300
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:13:29.298Z,164328560929800
"""Eric @ H6gP0q2HPC"" bets 13.00",2022-01-27T12:13:27.702Z,164328560770200
"Flop:  [J♥, 4♥, K♠]",2022-01-27T12:13:19.991Z,164328559999100
"""Aidan @ Cjnby_nuhl"" calls 4.00",2022-01-27T12:13:19.165Z,164328559916500
"""Rohan @ Q8ZCor2YJG"" calls 4.00",2022-01-27T12:13:18.068Z,164328559806800
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:13:14.216Z,164328559421600
"""Eric @ H6gP0q2HPC"" raises to 4.00",2022-01-27T12:13:13.189Z,164328559318900
"""Aidan @ Cjnby_nuhl"" raises to 1.50",2022-01-27T12:13:06.806Z,164328558680600
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:13:04.433Z,164328558443300
"""Rohan @ Q8ZCor2YJG"" calls 0.50",2022-01-27T12:13:02.099Z,164328558209900
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:12:59.792Z,164328557979200
"""Eduardo @ vAnWuTY_FS"" posts a big blind of 0.50",2022-01-27T12:12:57.102Z,164328557710209
"""Eric @ H6gP0q2HPC"" posts a small blind of 0.25",2022-01-27T12:12:57.102Z,164328557710208
"Your hand is 3♣, A♦",2022-01-27T12:12:57.102Z,164328557710207
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (133.62) | #5 ""Sam @ QR-4gITocS"" (85.96) | #7 ""Aidan @ Cjnby_nuhl"" (87.73) | #8 ""Eric @ H6gP0q2HPC"" (49.54) | #9 ""Eduardo @ vAnWuTY_FS"" (24.77) | #10 ""Zach @ BBsZMWPFSI"" (118.88)",2022-01-27T12:12:57.102Z,164328557710201
"-- starting hand #244  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-27T12:12:57.102Z,164328557710200
"-- ending hand #243 --",2022-01-27T12:12:54.099Z,164328557409902
"""Eric @ H6gP0q2HPC"" collected 7.25 from pot",2022-01-27T12:12:54.099Z,164328557409901
"Uncalled bet of 8.25 returned to ""Eric @ H6gP0q2HPC""",2022-01-27T12:12:54.099Z,164328557409900
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:12:53.260Z,164328557326000
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:12:51.859Z,164328557185900
"""Eric @ H6gP0q2HPC"" bets 8.25",2022-01-27T12:12:50.647Z,164328557064700
"Flop:  [J♣, Q♣, 5♦]",2022-01-27T12:12:44.093Z,164328556409300
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:12:43.181Z,164328556318100
"""Zach @ BBsZMWPFSI"" calls 2.25",2022-01-27T12:12:42.265Z,164328556226500
"""Eduardo @ vAnWuTY_FS"" calls 2.25",2022-01-27T12:12:40.284Z,164328556028400
"""Eric @ H6gP0q2HPC"" raises to 2.25",2022-01-27T12:12:39.357Z,164328555935700
"""Aidan @ Cjnby_nuhl"" calls 0.50",2022-01-27T12:12:32.795Z,164328555279500
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:12:31.227Z,164328555122700
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:12:27.100Z,164328554710000
"""Zach @ BBsZMWPFSI"" calls 0.50",2022-01-27T12:12:24.333Z,164328554433300
"""Eduardo @ vAnWuTY_FS"" calls 0.50",2022-01-27T12:12:22.486Z,164328554248600
"""Eric @ H6gP0q2HPC"" posts a big blind of 0.50",2022-01-27T12:12:20.882Z,164328554088209
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.25",2022-01-27T12:12:20.882Z,164328554088208
"Your hand is 10♥, J♦",2022-01-27T12:12:20.882Z,164328554088207
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (133.62) | #5 ""Sam @ QR-4gITocS"" (85.96) | #7 ""Aidan @ Cjnby_nuhl"" (88.23) | #8 ""Eric @ H6gP0q2HPC"" (44.54) | #9 ""Eduardo @ vAnWuTY_FS"" (27.02) | #10 ""Zach @ BBsZMWPFSI"" (121.13)",2022-01-27T12:12:20.882Z,164328554088201
"-- starting hand #243  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-27T12:12:20.882Z,164328554088200
"-- ending hand #242 --",2022-01-27T12:12:17.882Z,164328553788202
"""Aidan @ Cjnby_nuhl"" collected 0.50 from pot",2022-01-27T12:12:17.882Z,164328553788201
"Uncalled bet of 0.25 returned to ""Aidan @ Cjnby_nuhl""",2022-01-27T12:12:17.882Z,164328553788200
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:12:16.956Z,164328553695600
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:12:12.693Z,164328553269300
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:12:08.448Z,164328552844800
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:12:02.971Z,164328552297100
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:12:02.008Z,164328552200800
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.50",2022-01-27T12:12:00.344Z,164328552034409
"""Sam @ QR-4gITocS"" posts a small blind of 0.25",2022-01-27T12:12:00.344Z,164328552034408
"Your hand is 5♥, A♦",2022-01-27T12:12:00.344Z,164328552034407
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (133.62) | #5 ""Sam @ QR-4gITocS"" (86.21) | #7 ""Aidan @ Cjnby_nuhl"" (87.98) | #8 ""Eric @ H6gP0q2HPC"" (44.54) | #9 ""Eduardo @ vAnWuTY_FS"" (27.02) | #10 ""Zach @ BBsZMWPFSI"" (121.13)",2022-01-27T12:12:00.344Z,164328552034401
"-- starting hand #242  (No Limit Texas Hold'em) (dealer: ""Rohan @ Q8ZCor2YJG"") --",2022-01-27T12:12:00.344Z,164328552034400
"-- ending hand #241 --",2022-01-27T12:11:57.340Z,164328551734002
"""Rohan @ Q8ZCor2YJG"" collected 69.36 from pot with Two Pair, A's & 4's (combination: A♣, A♠, 4♣, 4♠, Q♣)",2022-01-27T12:11:57.340Z,164328551734001
"""Rohan @ Q8ZCor2YJG"" shows a Q♣, A♣.",2022-01-27T12:11:57.340Z,164328551734000
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:11:56.460Z,164328551646000
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:11:33.099Z,164328549309900
"River: 4♣, 7♣, 9♦, 4♠ [A♠]",2022-01-27T12:11:26.926Z,164328548692600
"""Rohan @ Q8ZCor2YJG"" calls 14.18",2022-01-27T12:11:26.083Z,164328548608300
"""Zach @ BBsZMWPFSI"" bets 14.18",2022-01-27T12:11:24.334Z,164328548433400
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:11:02.037Z,164328546203700
"Turn: 4♣, 7♣, 9♦ [4♠]",2022-01-27T12:10:57.192Z,164328545719200
"""Zach @ BBsZMWPFSI"" calls 12.00",2022-01-27T12:10:56.332Z,164328545633200
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:10:38.072Z,164328543807200
"""Rohan @ Q8ZCor2YJG"" bets 12.00",2022-01-27T12:10:36.336Z,164328543633600
"Flop:  [4♣, 7♣, 9♦]",2022-01-27T12:10:26.091Z,164328542609100
"""Zach @ BBsZMWPFSI"" calls 5.00",2022-01-27T12:10:25.167Z,164328542516700
"""Eric @ H6gP0q2HPC"" calls 5.00",2022-01-27T12:10:23.953Z,164328542395300
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:10:21.949Z,164328542194900
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:10:13.648Z,164328541364800
"""Rohan @ Q8ZCor2YJG"" raises to 5.00",2022-01-27T12:10:12.728Z,164328541272800
"""Zach @ BBsZMWPFSI"" calls 1.50",2022-01-27T12:10:06.948Z,164328540694800
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:10:02.152Z,164328540215200
"""Eric @ H6gP0q2HPC"" calls 1.50",2022-01-27T12:09:56.707Z,164328539670700
"""Aidan @ Cjnby_nuhl"" raises to 1.50",2022-01-27T12:09:53.214Z,164328539321400
"""Sam @ QR-4gITocS"" posts a big blind of 0.50",2022-01-27T12:09:50.483Z,164328539048309
"""Rohan @ Q8ZCor2YJG"" posts a small blind of 0.25",2022-01-27T12:09:50.483Z,164328539048308
"Your hand is J♣, K♣",2022-01-27T12:09:50.483Z,164328539048307
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (95.44) | #5 ""Sam @ QR-4gITocS"" (86.71) | #7 ""Aidan @ Cjnby_nuhl"" (89.48) | #8 ""Eric @ H6gP0q2HPC"" (49.54) | #9 ""Eduardo @ vAnWuTY_FS"" (27.02) | #10 ""Zach @ BBsZMWPFSI"" (152.31)",2022-01-27T12:09:50.483Z,164328539048301
"-- starting hand #241  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-27T12:09:50.483Z,164328539048300
"-- ending hand #240 --",2022-01-27T12:09:47.406Z,164328538740602
"""Zach @ BBsZMWPFSI"" collected 1.50 from pot with Pair, 7's (combination: 7♥, 7♣, K♥, Q♣, J♥)",2022-01-27T12:09:47.406Z,164328538740601
"""Zach @ BBsZMWPFSI"" shows a 4♠, Q♣.",2022-01-27T12:09:47.406Z,164328538740600
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T12:09:46.507Z,164328538650700
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:09:45.589Z,164328538558900
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:09:44.168Z,164328538416800
"River: K♥, 7♥, J♥, 2♦ [7♣]",2022-01-27T12:09:42.398Z,164328538239800
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T12:09:41.513Z,164328538151300
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:09:40.588Z,164328538058800
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:09:37.862Z,164328537786200
"Turn: K♥, 7♥, J♥ [2♦]",2022-01-27T12:09:36.592Z,164328537659200
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T12:09:35.693Z,164328537569300
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:09:34.744Z,164328537474400
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:09:32.708Z,164328537270800
"Flop:  [K♥, 7♥, J♥]",2022-01-27T12:09:30.191Z,164328537019100
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:09:29.282Z,164328536928200
"""Zach @ BBsZMWPFSI"" calls 0.50",2022-01-27T12:09:27.542Z,164328536754200
"""Eduardo @ vAnWuTY_FS"" calls 0.50",2022-01-27T12:09:24.763Z,164328536476300
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:09:23.801Z,164328536380100
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:09:22.743Z,164328536274300
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:09:21.775Z,164328536177500
"""Rohan @ Q8ZCor2YJG"" posts a big blind of 0.50",2022-01-27T12:09:19.655Z,164328535965509
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-27T12:09:19.655Z,164328535965508
"Your hand is 4♠, Q♣",2022-01-27T12:09:19.655Z,164328535965507
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (95.94) | #5 ""Sam @ QR-4gITocS"" (86.71) | #7 ""Aidan @ Cjnby_nuhl"" (89.48) | #8 ""Eric @ H6gP0q2HPC"" (49.54) | #9 ""Eduardo @ vAnWuTY_FS"" (27.52) | #10 ""Zach @ BBsZMWPFSI"" (151.31)",2022-01-27T12:09:19.655Z,164328535965501
"-- starting hand #240  (No Limit Texas Hold'em) (dealer: ""Eduardo @ vAnWuTY_FS"") --",2022-01-27T12:09:19.655Z,164328535965500
"-- ending hand #239 --",2022-01-27T12:09:16.653Z,164328535665302
"""Eduardo @ vAnWuTY_FS"" collected 5.66 from pot",2022-01-27T12:09:16.653Z,164328535665301
"Uncalled bet of 5.66 returned to ""Eduardo @ vAnWuTY_FS""",2022-01-27T12:09:16.653Z,164328535665300
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:09:15.711Z,164328535571100
"""Eduardo @ vAnWuTY_FS"" bets 5.66",2022-01-27T12:09:14.263Z,164328535426300
"River: A♣, 9♣, 2♦, 3♥ [J♦]",2022-01-27T12:08:52.436Z,164328533243600
"""Eric @ H6gP0q2HPC"" checks",2022-01-27T12:08:51.600Z,164328533160000
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T12:08:47.468Z,164328532746800
"Turn: A♣, 9♣, 2♦ [3♥]",2022-01-27T12:08:46.432Z,164328532643200
"""Eduardo @ vAnWuTY_FS"" calls 1.33",2022-01-27T12:08:45.533Z,164328532553300
"""Eric @ H6gP0q2HPC"" bets 1.33",2022-01-27T12:08:44.522Z,164328532452200
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T12:08:36.518Z,164328531651800
"Flop:  [A♣, 9♣, 2♦]",2022-01-27T12:08:34.424Z,164328531442400
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:08:33.452Z,164328531345200
"""Eduardo @ vAnWuTY_FS"" calls 1.25",2022-01-27T12:08:29.423Z,164328530942300
"""Eric @ H6gP0q2HPC"" raises to 1.25",2022-01-27T12:08:26.252Z,164328530625200
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:08:21.492Z,164328530149200
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:08:20.509Z,164328530050900
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:08:17.087Z,164328529708700
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-27T12:08:13.394Z,164328529339409
"""Eduardo @ vAnWuTY_FS"" posts a small blind of 0.25",2022-01-27T12:08:13.394Z,164328529339408
"Your hand is 7♥, 5♣",2022-01-27T12:08:13.394Z,164328529339407
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (95.94) | #5 ""Sam @ QR-4gITocS"" (86.71) | #7 ""Aidan @ Cjnby_nuhl"" (89.48) | #8 ""Eric @ H6gP0q2HPC"" (52.12) | #9 ""Eduardo @ vAnWuTY_FS"" (24.44) | #10 ""Zach @ BBsZMWPFSI"" (151.81)",2022-01-27T12:08:13.394Z,164328529339401
"-- starting hand #239  (No Limit Texas Hold'em) (dealer: ""Eric @ H6gP0q2HPC"") --",2022-01-27T12:08:13.394Z,164328529339400
"-- ending hand #238 --",2022-01-27T12:08:10.395Z,164328529039502
"""Rohan @ Q8ZCor2YJG"" collected 26.75 from pot",2022-01-27T12:08:10.395Z,164328529039501
"Uncalled bet of 20.00 returned to ""Rohan @ Q8ZCor2YJG""",2022-01-27T12:08:10.395Z,164328529039500
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:08:09.503Z,164328528950300
"""Rohan @ Q8ZCor2YJG"" bets 20.00",2022-01-27T12:08:07.199Z,164328528719900
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:07:56.807Z,164328527680700
"Turn: K♠, 10♠, 3♣ [6♣]",2022-01-27T12:07:46.174Z,164328526617400
"""Rohan @ Q8ZCor2YJG"" calls 10.00",2022-01-27T12:07:45.351Z,164328526535100
"""Zach @ BBsZMWPFSI"" raises to 10.00",2022-01-27T12:07:40.611Z,164328526061100
"""Rohan @ Q8ZCor2YJG"" bets 5.00",2022-01-27T12:07:15.100Z,164328523510000
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:07:09.965Z,164328522996500
"Flop:  [K♠, 10♠, 3♣]",2022-01-27T12:07:07.919Z,164328522791900
"""Zach @ BBsZMWPFSI"" calls 3.00",2022-01-27T12:07:07.064Z,164328522706400
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:07:01.521Z,164328522152100
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:06:58.832Z,164328521883200
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:06:57.704Z,164328521770400
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:06:56.709Z,164328521670900
"""Rohan @ Q8ZCor2YJG"" raises to 3.00",2022-01-27T12:06:55.705Z,164328521570500
"""Zach @ BBsZMWPFSI"" raises to 1.50",2022-01-27T12:06:48.897Z,164328520889700
"""Eduardo @ vAnWuTY_FS"" posts a big blind of 0.50",2022-01-27T12:06:44.293Z,164328520429309
"""Eric @ H6gP0q2HPC"" posts a small blind of 0.25",2022-01-27T12:06:44.293Z,164328520429308
"Your hand is 7♥, 7♦",2022-01-27T12:06:44.293Z,164328520429307
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.19) | #5 ""Sam @ QR-4gITocS"" (86.71) | #7 ""Aidan @ Cjnby_nuhl"" (89.48) | #8 ""Eric @ H6gP0q2HPC"" (52.37) | #9 ""Eduardo @ vAnWuTY_FS"" (24.94) | #10 ""Zach @ BBsZMWPFSI"" (164.81)",2022-01-27T12:06:44.293Z,164328520429301
"-- starting hand #238  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-27T12:06:44.293Z,164328520429300
"-- ending hand #237 --",2022-01-27T12:06:41.211Z,164328520121102
"""Aidan @ Cjnby_nuhl"" collected 20.50 from pot with Full House, 6's over 2's (combination: 6♦, 6♠, 6♣, 2♠, 2♦)",2022-01-27T12:06:41.211Z,164328520121101
"""Aidan @ Cjnby_nuhl"" shows a 6♦, 6♠.",2022-01-27T12:06:41.211Z,164328520121100
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:06:40.330Z,164328520033000
"""Eric @ H6gP0q2HPC"" calls 5.00",2022-01-27T12:06:29.170Z,164328518917000
"""Aidan @ Cjnby_nuhl"" bets 5.00",2022-01-27T12:06:27.679Z,164328518767900
"River: 2♠, K♣, 2♦, 6♣ [8♣]",2022-01-27T12:06:19.999Z,164328517999900
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:06:19.101Z,164328517910100
"""Eric @ H6gP0q2HPC"" checks",2022-01-27T12:06:04.621Z,164328516462100
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T12:06:02.887Z,164328516288700
"Turn: 2♠, K♣, 2♦ [6♣]",2022-01-27T12:06:01.661Z,164328516166100
"""Eric @ H6gP0q2HPC"" calls 1.50",2022-01-27T12:06:00.846Z,164328516084600
"""Aidan @ Cjnby_nuhl"" calls 1.50",2022-01-27T12:05:58.767Z,164328515876700
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:05:57.450Z,164328515745000
"""Zach @ BBsZMWPFSI"" bets 1.50",2022-01-27T12:05:56.262Z,164328515626200
"""Eric @ H6gP0q2HPC"" checks",2022-01-27T12:05:39.562Z,164328513956200
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T12:05:37.569Z,164328513756900
"Flop:  [2♠, K♣, 2♦]",2022-01-27T12:05:36.019Z,164328513601900
"""Eric @ H6gP0q2HPC"" calls 1.50",2022-01-27T12:05:35.161Z,164328513516100
"""Aidan @ Cjnby_nuhl"" calls 1.50",2022-01-27T12:05:33.149Z,164328513314900
"""Sam @ QR-4gITocS"" calls 1.50",2022-01-27T12:05:31.137Z,164328513113700
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:05:29.615Z,164328512961500
"""Zach @ BBsZMWPFSI"" raises to 1.50",2022-01-27T12:05:27.546Z,164328512754600
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:05:23.638Z,164328512363800
"""Eric @ H6gP0q2HPC"" posts a big blind of 0.50",2022-01-27T12:05:21.402Z,164328512140209
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.25",2022-01-27T12:05:21.402Z,164328512140208
"Your hand is 9♦, 9♣",2022-01-27T12:05:21.402Z,164328512140207
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.19) | #5 ""Sam @ QR-4gITocS"" (88.21) | #7 ""Aidan @ Cjnby_nuhl"" (76.98) | #8 ""Eric @ H6gP0q2HPC"" (60.37) | #9 ""Eduardo @ vAnWuTY_FS"" (24.94) | #10 ""Zach @ BBsZMWPFSI"" (167.81)",2022-01-27T12:05:21.402Z,164328512140201
"-- starting hand #237  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-27T12:05:21.402Z,164328512140200
"-- ending hand #236 --",2022-01-27T12:05:18.297Z,164328511829702
"""Sam @ QR-4gITocS"" collected 1.50 from pot with Two Pair, A's & 10's (combination: A♥, A♠, 10♥, 10♠, 8♦)",2022-01-27T12:05:18.297Z,164328511829701
"""Sam @ QR-4gITocS"" shows a 10♥, 7♠.",2022-01-27T12:05:18.297Z,164328511829700
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:05:17.476Z,164328511747600
"""Sam @ QR-4gITocS"" checks",2022-01-27T12:05:16.419Z,164328511641900
"River: 10♠, A♥, 8♦, A♠ [2♥]",2022-01-27T12:05:15.395Z,164328511539500
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:05:14.558Z,164328511455800
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:05:10.697Z,164328511069700
"""Sam @ QR-4gITocS"" checks",2022-01-27T12:05:07.229Z,164328510722900
"Turn: 10♠, A♥, 8♦ [A♠]",2022-01-27T12:05:05.586Z,164328510558600
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T12:05:04.684Z,164328510468400
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T12:04:59.869Z,164328509986900
"""Sam @ QR-4gITocS"" checks",2022-01-27T12:04:58.972Z,164328509897200
"Flop:  [10♠, A♥, 8♦]",2022-01-27T12:04:56.978Z,164328509697800
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T12:04:56.163Z,164328509616300
"""Sam @ QR-4gITocS"" calls 0.50",2022-01-27T12:04:55.248Z,164328509524800
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:04:45.476Z,164328508547600
"""Zach @ BBsZMWPFSI"" calls 0.50",2022-01-27T12:04:43.774Z,164328508377400
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:04:38.300Z,164328507830000
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:04:37.161Z,164328507716100
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.50",2022-01-27T12:04:22.151Z,164328506215109
"""Sam @ QR-4gITocS"" posts a small blind of 0.25",2022-01-27T12:04:22.151Z,164328506215108
"Your hand is K♦, 6♦",2022-01-27T12:04:22.151Z,164328506215107
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.19) | #5 ""Sam @ QR-4gITocS"" (87.21) | #7 ""Aidan @ Cjnby_nuhl"" (77.48) | #8 ""Eric @ H6gP0q2HPC"" (60.37) | #9 ""Eduardo @ vAnWuTY_FS"" (24.94) | #10 ""Zach @ BBsZMWPFSI"" (168.31)",2022-01-27T12:04:22.151Z,164328506215101
"-- starting hand #236  (No Limit Texas Hold'em) (dealer: ""Rohan @ Q8ZCor2YJG"") --",2022-01-27T12:04:22.151Z,164328506215100
"-- ending hand #235 --",2022-01-27T12:04:19.150Z,164328505915002
"""Aidan @ Cjnby_nuhl"" collected 1.25 from pot",2022-01-27T12:04:19.150Z,164328505915001
"Uncalled bet of 1.00 returned to ""Aidan @ Cjnby_nuhl""",2022-01-27T12:04:19.150Z,164328505915000
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:04:18.267Z,164328505826700
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:04:13.501Z,164328505350100
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:04:12.506Z,164328505250600
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T12:04:08.096Z,164328504809600
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:04:06.041Z,164328504604100
"""Aidan @ Cjnby_nuhl"" raises to 1.50",2022-01-27T12:04:05.027Z,164328504502700
"""Sam @ QR-4gITocS"" posts a big blind of 0.50",2022-01-27T12:04:01.833Z,164328504183309
"""Rohan @ Q8ZCor2YJG"" posts a small blind of 0.25",2022-01-27T12:04:01.833Z,164328504183308
"Your hand is J♦, 3♠",2022-01-27T12:04:01.833Z,164328504183307
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.44) | #5 ""Sam @ QR-4gITocS"" (87.71) | #7 ""Aidan @ Cjnby_nuhl"" (76.73) | #8 ""Eric @ H6gP0q2HPC"" (60.37) | #9 ""Eduardo @ vAnWuTY_FS"" (24.94) | #10 ""Zach @ BBsZMWPFSI"" (168.31)",2022-01-27T12:04:01.833Z,164328504183301
"-- starting hand #235  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-27T12:04:01.833Z,164328504183300
"-- ending hand #234 --",2022-01-27T12:03:58.829Z,164328503882902
"""Eduardo @ vAnWuTY_FS"" collected 4.25 from pot",2022-01-27T12:03:58.829Z,164328503882901
"Uncalled bet of 2.12 returned to ""Eduardo @ vAnWuTY_FS""",2022-01-27T12:03:58.829Z,164328503882900
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T12:03:57.965Z,164328503796500
"""Eduardo @ vAnWuTY_FS"" bets 2.12",2022-01-27T12:03:56.562Z,164328503656200
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T12:03:51.666Z,164328503166600
"Flop:  [Q♦, 3♦, A♦]",2022-01-27T12:03:48.510Z,164328502851000
"""Eduardo @ vAnWuTY_FS"" calls 2.00",2022-01-27T12:03:47.659Z,164328502765900
"""Rohan @ Q8ZCor2YJG"" raises to 2.00",2022-01-27T12:03:45.167Z,164328502516700
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:03:39.475Z,164328501947500
"""Eduardo @ vAnWuTY_FS"" calls 0.50",2022-01-27T12:03:38.458Z,164328501845800
"""Eric @ H6gP0q2HPC"" folds",2022-01-27T12:03:35.641Z,164328501564100
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T12:03:34.580Z,164328501458000
"""Sam @ QR-4gITocS"" folds",2022-01-27T12:03:29.981Z,164328500998100
"""Rohan @ Q8ZCor2YJG"" posts a big blind of 0.50",2022-01-27T12:03:28.205Z,164328500820509
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-27T12:03:28.205Z,164328500820508
"Your hand is J♥, 7♦",2022-01-27T12:03:28.205Z,164328500820507
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (84.44) | #5 ""Sam @ QR-4gITocS"" (87.71) | #7 ""Aidan @ Cjnby_nuhl"" (76.73) | #8 ""Eric @ H6gP0q2HPC"" (60.37) | #9 ""Eduardo @ vAnWuTY_FS"" (22.69) | #10 ""Zach @ BBsZMWPFSI"" (168.56)",2022-01-27T12:03:28.205Z,164328500820501
"-- starting hand #234  (No Limit Texas Hold'em) (dealer: ""Eduardo @ vAnWuTY_FS"") --",2022-01-27T12:03:28.205Z,164328500820500
"-- ending hand #233 --",2022-01-27T12:03:25.207Z,164328500520702
"""Sam @ QR-4gITocS"" collected 2.00 from pot",2022-01-27T12:03:25.207Z,164328500520701
"Uncalled bet of 1.00 returned to ""Sam @ QR-4gITocS""",2022-01-27T12:03:25.207Z,164328500520700
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T12:03:24.347Z,164328500434700
