entry,at,order
"""Rohan @ Q8ZCor2YJG"" shows a 2♣, A♣.",2022-01-27T11:18:05.474Z,164328228547400
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T11:18:04.647Z,164328228464700
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:18:01.645Z,164328228164500
"River: 9♥, J♠, 4♦, 2♠ [Q♦]",2022-01-27T11:17:59.869Z,164328227986900
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T11:17:59.017Z,164328227901700
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:17:53.764Z,164328227376400
"Turn: 9♥, J♠, 4♦ [2♠]",2022-01-27T11:17:49.661Z,164328226966100
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T11:17:48.821Z,164328226882100
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:17:43.288Z,164328226328800
"Flop:  [9♥, J♠, 4♦]",2022-01-27T11:17:38.651Z,164328225865100
"""Rohan @ Q8ZCor2YJG"" calls 1.50",2022-01-27T11:17:37.834Z,164328225783400
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:17:36.167Z,164328225616700
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:17:28.826Z,164328224882600
"""Aidan @ Cjnby_nuhl"" raises to 1.50",2022-01-27T11:17:27.885Z,164328224788500
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:17:25.209Z,164328224520900
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:17:24.238Z,164328224423800
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:17:08.408Z,164328222840800
"""Rohan @ Q8ZCor2YJG"" posts a big blind of 0.50",2022-01-27T11:17:04.308Z,164328222430810
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-27T11:17:04.308Z,164328222430809
"Your hand is 6♣, 10♦",2022-01-27T11:17:04.308Z,164328222430808
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.66) | #4 ""Matthew @ G22Ye5FGsz"" (40.30) | #5 ""Sam @ QR-4gITocS"" (63.55) | #6 ""Jared @ h0BlfhuN9N"" (83.42) | #7 ""Aidan @ Cjnby_nuhl"" (75.57) | #9 ""Eduardo @ vAnWuTY_FS"" (23.72) | #10 ""Zach @ BBsZMWPFSI"" (81.28)",2022-01-27T11:17:04.308Z,164328222430801
"-- starting hand #178  (No Limit Texas Hold'em) (dealer: ""Eduardo @ vAnWuTY_FS"") --",2022-01-27T11:17:04.308Z,164328222430800
"-- ending hand #177 --",2022-01-27T11:17:01.308Z,164328222130802
"""Aidan @ Cjnby_nuhl"" collected 1.25 from pot",2022-01-27T11:17:01.308Z,164328222130801
"Uncalled bet of 1.00 returned to ""Aidan @ Cjnby_nuhl""",2022-01-27T11:17:01.308Z,164328222130800
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:17:00.423Z,164328222042300
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:16:54.855Z,164328221485500
"""Aidan @ Cjnby_nuhl"" raises to 1.50",2022-01-27T11:16:53.726Z,164328221372600
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:16:51.538Z,164328221153800
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:16:49.889Z,164328220988900
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:16:48.969Z,164328220896900
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:16:45.263Z,164328220526300
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-27T11:16:39.189Z,164328219918910
"""Eduardo @ vAnWuTY_FS"" posts a small blind of 0.25",2022-01-27T11:16:39.189Z,164328219918909
"Your hand is 2♥, 7♥",2022-01-27T11:16:39.189Z,164328219918908
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.66) | #4 ""Matthew @ G22Ye5FGsz"" (40.30) | #5 ""Sam @ QR-4gITocS"" (63.55) | #6 ""Jared @ h0BlfhuN9N"" (83.42) | #7 ""Aidan @ Cjnby_nuhl"" (74.82) | #9 ""Eduardo @ vAnWuTY_FS"" (23.97) | #10 ""Zach @ BBsZMWPFSI"" (81.78)",2022-01-27T11:16:39.189Z,164328219918901
"-- starting hand #177  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-27T11:16:39.189Z,164328219918900
"-- ending hand #176 --",2022-01-27T11:16:36.185Z,164328219618502
"""Matthew @ G22Ye5FGsz"" collected 4.75 from pot",2022-01-27T11:16:36.185Z,164328219618501
"Uncalled bet of 1.50 returned to ""Matthew @ G22Ye5FGsz""",2022-01-27T11:16:36.185Z,164328219618500
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:16:35.285Z,164328219528500
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:16:23.461Z,164328218346100
"""Matthew @ G22Ye5FGsz"" bets 1.50",2022-01-27T11:16:19.878Z,164328217987800
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T11:16:13.286Z,164328217328600
"Turn: 6♠, 7♦, 5♠ [9♣]",2022-01-27T11:16:11.519Z,164328217151900
"""Jared @ h0BlfhuN9N"" checks",2022-01-27T11:16:10.569Z,164328217056900
"""Matthew @ G22Ye5FGsz"" checks",2022-01-27T11:16:08.530Z,164328216853000
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T11:16:03.889Z,164328216388900
"Flop:  [6♠, 7♦, 5♠]",2022-01-27T11:15:59.961Z,164328215996100
"""Matthew @ G22Ye5FGsz"" calls 1.50",2022-01-27T11:15:59.119Z,164328215911900
"""Eduardo @ vAnWuTY_FS"" calls 1.50",2022-01-27T11:15:57.176Z,164328215717600
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:15:55.445Z,164328215544500
"""Jared @ h0BlfhuN9N"" raises to 1.50",2022-01-27T11:15:54.549Z,164328215454900
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:15:48.389Z,164328214838900
"""Matthew @ G22Ye5FGsz"" calls 0.50",2022-01-27T11:15:47.391Z,164328214739100
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:15:44.256Z,164328214425600
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:15:42.256Z,164328214225600
"""Eduardo @ vAnWuTY_FS"" posts a big blind of 0.50",2022-01-27T11:15:39.952Z,164328213995210
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.25",2022-01-27T11:15:39.952Z,164328213995209
"Your hand is 6♦, A♣",2022-01-27T11:15:39.952Z,164328213995208
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (82.66) | #4 ""Matthew @ G22Ye5FGsz"" (37.05) | #5 ""Sam @ QR-4gITocS"" (63.55) | #6 ""Jared @ h0BlfhuN9N"" (84.92) | #7 ""Aidan @ Cjnby_nuhl"" (75.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.47) | #10 ""Zach @ BBsZMWPFSI"" (81.78)",2022-01-27T11:15:39.952Z,164328213995201
"-- starting hand #176  (No Limit Texas Hold'em) (dealer: ""Jared @ h0BlfhuN9N"") --",2022-01-27T11:15:39.952Z,164328213995200
"-- ending hand #175 --",2022-01-27T11:15:36.946Z,164328213694602
"""Zach @ BBsZMWPFSI"" collected 16.50 from pot",2022-01-27T11:15:36.946Z,164328213694601
"Uncalled bet of 5.50 returned to ""Zach @ BBsZMWPFSI""",2022-01-27T11:15:36.946Z,164328213694600
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:15:36.071Z,164328213607100
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:15:10.074Z,164328211007400
"""Zach @ BBsZMWPFSI"" bets 5.50",2022-01-27T11:15:08.598Z,164328210859800
"""Aidan @ Cjnby_nuhl"" checks",2022-01-27T11:14:48.641Z,164328208864100
"Flop:  [3♣, 3♦, A♠]",2022-01-27T11:14:39.796Z,164328207979600
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:14:38.881Z,164328207888100
"""Rohan @ Q8ZCor2YJG"" calls 5.00",2022-01-27T11:14:35.474Z,164328207547400
"""Zach @ BBsZMWPFSI"" calls 5.00",2022-01-27T11:14:33.666Z,164328207366600
"""Aidan @ Cjnby_nuhl"" raises to 5.00",2022-01-27T11:14:29.330Z,164328206933000
"""Jared @ h0BlfhuN9N"" calls 1.50",2022-01-27T11:14:24.537Z,164328206453700
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:14:21.271Z,164328206127100
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:14:20.179Z,164328206017900
"""Rohan @ Q8ZCor2YJG"" calls 1.50",2022-01-27T11:14:16.826Z,164328205682600
"""Zach @ BBsZMWPFSI"" raises to 1.50",2022-01-27T11:14:14.544Z,164328205454400
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:14:07.784Z,164328204778400
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.50",2022-01-27T11:14:06.170Z,164328204617010
"""Jared @ h0BlfhuN9N"" posts a small blind of 0.25",2022-01-27T11:14:06.170Z,164328204617009
"Your hand is J♦, 10♦",2022-01-27T11:14:06.170Z,164328204617008
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (87.66) | #4 ""Matthew @ G22Ye5FGsz"" (37.05) | #5 ""Sam @ QR-4gITocS"" (63.55) | #6 ""Jared @ h0BlfhuN9N"" (86.42) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.47) | #10 ""Zach @ BBsZMWPFSI"" (70.28)",2022-01-27T11:14:06.170Z,164328204617001
"-- starting hand #175  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-27T11:14:06.170Z,164328204617000
"-- ending hand #174 --",2022-01-27T11:14:03.166Z,164328204316602
"""Jared @ h0BlfhuN9N"" collected 1.25 from pot",2022-01-27T11:14:03.166Z,164328204316601
"Uncalled bet of 1.00 returned to ""Jared @ h0BlfhuN9N""",2022-01-27T11:14:03.166Z,164328204316600
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:14:02.196Z,164328204219600
"""Jared @ h0BlfhuN9N"" raises to 1.50",2022-01-27T11:13:57.185Z,164328203718500
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:13:50.486Z,164328203048600
"""Matthew @ G22Ye5FGsz"" calls 0.50",2022-01-27T11:13:49.525Z,164328202952500
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:13:47.979Z,164328202797900
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:13:45.817Z,164328202581700
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:13:42.879Z,164328202287900
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:13:41.783Z,164328202178300
"""Jared @ h0BlfhuN9N"" posts a big blind of 0.50",2022-01-27T11:13:39.752Z,164328201975210
"""Sam @ QR-4gITocS"" posts a small blind of 0.25",2022-01-27T11:13:39.752Z,164328201975209
"Your hand is 7♠, 3♦",2022-01-27T11:13:39.752Z,164328201975208
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (87.66) | #4 ""Matthew @ G22Ye5FGsz"" (37.55) | #5 ""Sam @ QR-4gITocS"" (63.80) | #6 ""Jared @ h0BlfhuN9N"" (85.67) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.47) | #10 ""Zach @ BBsZMWPFSI"" (70.28)",2022-01-27T11:13:39.752Z,164328201975201
"-- starting hand #174  (No Limit Texas Hold'em) (dealer: ""Matthew @ G22Ye5FGsz"") --",2022-01-27T11:13:39.752Z,164328201975200
"-- ending hand #173 --",2022-01-27T11:13:36.749Z,164328201674902
"""Rohan @ Q8ZCor2YJG"" collected 2.00 from pot",2022-01-27T11:13:36.749Z,164328201674901
"Uncalled bet of 4.00 returned to ""Rohan @ Q8ZCor2YJG""",2022-01-27T11:13:36.749Z,164328201674900
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:13:35.851Z,164328201585100
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:13:34.835Z,164328201483500
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:13:33.769Z,164328201376900
"""Rohan @ Q8ZCor2YJG"" bets 4.00",2022-01-27T11:13:32.088Z,164328201208800
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T11:13:26.486Z,164328200648600
"""Sam @ QR-4gITocS"" checks",2022-01-27T11:13:23.633Z,164328200363300
"""Matthew @ G22Ye5FGsz"" checks",2022-01-27T11:13:22.716Z,164328200271600
"Flop:  [K♥, 4♦, Q♣]",2022-01-27T11:13:19.344Z,164328199934400
"""Sam @ QR-4gITocS"" checks",2022-01-27T11:13:18.536Z,164328199853600
"""Matthew @ G22Ye5FGsz"" calls 0.50",2022-01-27T11:13:17.363Z,164328199736300
"""Rohan @ Q8ZCor2YJG"" calls 0.50",2022-01-27T11:13:15.434Z,164328199543400
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:13:13.298Z,164328199329800
"""Eduardo @ vAnWuTY_FS"" calls 0.50",2022-01-27T11:13:06.313Z,164328198631300
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:13:05.124Z,164328198512400
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:13:03.921Z,164328198392100
"""Sam @ QR-4gITocS"" posts a big blind of 0.50",2022-01-27T11:13:02.098Z,164328198209810
"""Matthew @ G22Ye5FGsz"" posts a small blind of 0.25",2022-01-27T11:13:02.098Z,164328198209809
"Your hand is 9♦, 2♥",2022-01-27T11:13:02.098Z,164328198209808
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.16) | #4 ""Matthew @ G22Ye5FGsz"" (38.05) | #5 ""Sam @ QR-4gITocS"" (64.30) | #6 ""Jared @ h0BlfhuN9N"" (85.67) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.97) | #10 ""Zach @ BBsZMWPFSI"" (70.28)",2022-01-27T11:13:02.098Z,164328198209801
"-- starting hand #173  (No Limit Texas Hold'em) (dealer: ""Rohan @ Q8ZCor2YJG"") --",2022-01-27T11:13:02.098Z,164328198209800
"-- ending hand #172 --",2022-01-27T11:12:59.083Z,164328197908302
"""Jared @ h0BlfhuN9N"" collected 3.61 from pot",2022-01-27T11:12:59.083Z,164328197908301
"Uncalled bet of 2.57 returned to ""Jared @ h0BlfhuN9N""",2022-01-27T11:12:59.083Z,164328197908300
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:12:58.136Z,164328197813600
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:12:55.600Z,164328197560000
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:12:54.605Z,164328197460500
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:12:53.495Z,164328197349500
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:12:52.170Z,164328197217000
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:12:51.173Z,164328197117300
"""Jared @ h0BlfhuN9N"" raises to 4.00",2022-01-27T11:12:50.263Z,164328197026300
"""Sam @ QR-4gITocS"" raises to 1.43",2022-01-27T11:12:40.467Z,164328196046700
"""Matthew @ G22Ye5FGsz"" posts a big blind of 0.50",2022-01-27T11:12:34.265Z,164328195426510
"""Rohan @ Q8ZCor2YJG"" posts a small blind of 0.25",2022-01-27T11:12:34.265Z,164328195426509
"Your hand is J♣, 5♦",2022-01-27T11:12:34.265Z,164328195426508
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.41) | #4 ""Matthew @ G22Ye5FGsz"" (38.55) | #5 ""Sam @ QR-4gITocS"" (65.73) | #6 ""Jared @ h0BlfhuN9N"" (83.49) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.97) | #10 ""Zach @ BBsZMWPFSI"" (70.28)",2022-01-27T11:12:34.265Z,164328195426501
"-- starting hand #172  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-27T11:12:34.265Z,164328195426500
"-- ending hand #171 --",2022-01-27T11:12:31.243Z,164328195124304
"""Zach @ BBsZMWPFSI"" collected 1.50 from pot with Pair, 8's (combination: 8♠, 8♦, K♠, J♠, 9♣)",2022-01-27T11:12:31.243Z,164328195124303
"""Zach @ BBsZMWPFSI"" shows a K♠, 9♣.",2022-01-27T11:12:31.243Z,164328195124302
"""Rohan @ Q8ZCor2YJG"" collected 1.50 from pot with Pair, 8's (combination: 8♠, 8♦, K♣, J♠, 9♠)",2022-01-27T11:12:31.243Z,164328195124301
"""Rohan @ Q8ZCor2YJG"" shows a K♣, 9♠.",2022-01-27T11:12:31.243Z,164328195124300
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:12:30.326Z,164328195032600
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T11:12:28.828Z,164328194882800
"River: 8♠, 4♦, J♠, 3♥ [8♦]",2022-01-27T11:12:27.041Z,164328194704100
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:12:26.186Z,164328194618600
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T11:12:24.203Z,164328194420300
"Turn: 8♠, 4♦, J♠ [3♥]",2022-01-27T11:12:22.839Z,164328194283900
"""Rohan @ Q8ZCor2YJG"" checks",2022-01-27T11:12:21.995Z,164328194199500
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T11:12:19.817Z,164328193981700
"Flop:  [8♠, 4♦, J♠]",2022-01-27T11:12:17.650Z,164328193765000
"""Zach @ BBsZMWPFSI"" calls 1.50",2022-01-27T11:12:16.819Z,164328193681900
"""Rohan @ Q8ZCor2YJG"" raises to 1.50",2022-01-27T11:12:15.207Z,164328193520700
"""Zach @ BBsZMWPFSI"" calls 0.50",2022-01-27T11:12:07.467Z,164328192746700
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:12:05.315Z,164328192531500
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:12:04.299Z,164328192429900
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:12:03.359Z,164328192335900
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:11:57.695Z,164328191769500
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:11:56.796Z,164328191679600
"""Rohan @ Q8ZCor2YJG"" posts a big blind of 0.50",2022-01-27T11:11:51.828Z,164328191182810
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-27T11:11:51.828Z,164328191182809
"Your hand is K♠, 9♣",2022-01-27T11:11:51.828Z,164328191182808
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.41) | #4 ""Matthew @ G22Ye5FGsz"" (38.55) | #5 ""Sam @ QR-4gITocS"" (65.73) | #6 ""Jared @ h0BlfhuN9N"" (83.49) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (25.97) | #10 ""Zach @ BBsZMWPFSI"" (70.28)",2022-01-27T11:11:51.828Z,164328191182801
"-- starting hand #171  (No Limit Texas Hold'em) (dealer: ""Eduardo @ vAnWuTY_FS"") --",2022-01-27T11:11:51.828Z,164328191182800
"-- ending hand #170 --",2022-01-27T11:11:48.818Z,164328190881802
"""Zach @ BBsZMWPFSI"" collected 15.61 from pot with Flush, Js High (combination: J♠, 9♠, 8♠, 4♠, 3♠)",2022-01-27T11:11:48.818Z,164328190881801
"""Zach @ BBsZMWPFSI"" shows a 3♠, 4♠.",2022-01-27T11:11:48.818Z,164328190881800
"""Jared @ h0BlfhuN9N"" calls 4.68",2022-01-27T11:11:48.005Z,164328190800500
"""Zach @ BBsZMWPFSI"" bets 4.68",2022-01-27T11:11:44.023Z,164328190402300
"River: J♠, 8♠, A♣, 9♠ [K♦]",2022-01-27T11:11:32.403Z,164328189240300
"""Jared @ h0BlfhuN9N"" checks",2022-01-27T11:11:31.579Z,164328189157900
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T11:11:29.002Z,164328188900200
"Turn: J♠, 8♠, A♣ [9♠]",2022-01-27T11:11:23.997Z,164328188399700
"""Zach @ BBsZMWPFSI"" calls 1.50",2022-01-27T11:11:23.186Z,164328188318600
"""Jared @ h0BlfhuN9N"" bets 1.50",2022-01-27T11:11:19.809Z,164328187980900
"""Zach @ BBsZMWPFSI"" checks",2022-01-27T11:11:12.977Z,164328187297700
"Flop:  [J♠, 8♠, A♣]",2022-01-27T11:11:10.189Z,164328187018900
"""Zach @ BBsZMWPFSI"" calls 1.50",2022-01-27T11:11:09.311Z,164328186931100
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:11:03.801Z,164328186380100
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:11:02.787Z,164328186278700
"""Jared @ h0BlfhuN9N"" raises to 1.50",2022-01-27T11:11:01.869Z,164328186186900
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:10:56.200Z,164328185620000
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:10:55.237Z,164328185523700
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:10:53.922Z,164328185392200
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-27T11:10:50.888Z,164328185088810
"""Eduardo @ vAnWuTY_FS"" posts a small blind of 0.25",2022-01-27T11:10:50.888Z,164328185088809
"Your hand is 3♠, 4♠",2022-01-27T11:10:50.888Z,164328185088808
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.41) | #4 ""Matthew @ G22Ye5FGsz"" (38.55) | #5 ""Sam @ QR-4gITocS"" (65.73) | #6 ""Jared @ h0BlfhuN9N"" (91.17) | #7 ""Aidan @ Cjnby_nuhl"" (80.07) | #9 ""Eduardo @ vAnWuTY_FS"" (26.22) | #10 ""Zach @ BBsZMWPFSI"" (62.35)",2022-01-27T11:10:50.888Z,164328185088801
"-- starting hand #170  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-27T11:10:50.888Z,164328185088800
"-- ending hand #169 --",2022-01-27T11:10:47.969Z,164328184796902
"""Matthew @ G22Ye5FGsz"" collected 1.25 from pot",2022-01-27T11:10:47.969Z,164328184796901
"Uncalled bet of 1.00 returned to ""Matthew @ G22Ye5FGsz""",2022-01-27T11:10:47.969Z,164328184796900
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:10:47.069Z,164328184706900
"""Matthew @ G22Ye5FGsz"" bets 1.00",2022-01-27T11:10:46.086Z,164328184608600
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T11:10:37.922Z,164328183792200
"Flop:  [A♥, 4♣, 3♣]",2022-01-27T11:10:34.049Z,164328183404900
"""Eduardo @ vAnWuTY_FS"" checks",2022-01-27T11:10:33.171Z,164328183317100
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:10:31.843Z,164328183184300
"""Jared @ h0BlfhuN9N"" folds",2022-01-27T11:10:30.937Z,164328183093700
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:10:30.042Z,164328183004200
"""Matthew @ G22Ye5FGsz"" calls 0.50",2022-01-27T11:10:29.109Z,164328182910900
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:10:27.527Z,164328182752700
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:10:26.517Z,164328182651700
"""Eduardo @ vAnWuTY_FS"" posts a big blind of 0.50",2022-01-27T11:10:15.344Z,164328181534410
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.25",2022-01-27T11:10:15.344Z,164328181534409
"Your hand is 2♣, K♥",2022-01-27T11:10:15.344Z,164328181534408
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.41) | #4 ""Matthew @ G22Ye5FGsz"" (37.80) | #5 ""Sam @ QR-4gITocS"" (65.73) | #6 ""Jared @ h0BlfhuN9N"" (91.17) | #7 ""Aidan @ Cjnby_nuhl"" (80.32) | #9 ""Eduardo @ vAnWuTY_FS"" (26.72) | #10 ""Zach @ BBsZMWPFSI"" (62.35)",2022-01-27T11:10:15.344Z,164328181534401
"-- starting hand #169  (No Limit Texas Hold'em) (dealer: ""Jared @ h0BlfhuN9N"") --",2022-01-27T11:10:15.344Z,164328181534400
"""Jared @ h0BlfhuN9N"" shows a 8♠, J♠.",2022-01-27T11:10:13.907Z,164328181390700
"""Matthew @ G22Ye5FGsz"" shows a Q♦, 9♦.",2022-01-27T11:10:12.956Z,164328181295600
"-- ending hand #168 --",2022-01-27T11:10:11.036Z,164328181103602
"""Jared @ h0BlfhuN9N"" collected 3.50 from pot",2022-01-27T11:10:11.036Z,164328181103601
"Uncalled bet of 1.50 returned to ""Jared @ h0BlfhuN9N""",2022-01-27T11:10:11.036Z,164328181103600
"""Matthew @ G22Ye5FGsz"" folds",2022-01-27T11:10:10.099Z,164328181009900
"""Jared @ h0BlfhuN9N"" bets 1.50",2022-01-27T11:10:08.565Z,164328180856500
"Flop:  [K♥, A♥, 7♥]",2022-01-27T11:10:00.620Z,164328180062000
"""Matthew @ G22Ye5FGsz"" calls 1.50",2022-01-27T11:09:59.747Z,164328179974700
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:09:57.705Z,164328179770500
"""Jared @ h0BlfhuN9N"" raises to 1.50",2022-01-27T11:09:56.792Z,164328179679200
"""Sam @ QR-4gITocS"" folds",2022-01-27T11:09:51.634Z,164328179163400
"""Matthew @ G22Ye5FGsz"" calls 0.50",2022-01-27T11:09:49.742Z,164328178974200
"""Rohan @ Q8ZCor2YJG"" folds",2022-01-27T11:09:47.227Z,164328178722700
"""Zach @ BBsZMWPFSI"" folds",2022-01-27T11:09:46.151Z,164328178615100
"""Eduardo @ vAnWuTY_FS"" folds",2022-01-27T11:09:44.119Z,164328178411900
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.50",2022-01-27T11:09:42.202Z,164328178220210
"""Jared @ h0BlfhuN9N"" posts a small blind of 0.25",2022-01-27T11:09:42.202Z,164328178220209
"Your hand is 5♥, 2♣",2022-01-27T11:09:42.202Z,164328178220208
"Player stacks: #1 ""Rohan @ Q8ZCor2YJG"" (86.41) | #4 ""Matthew @ G22Ye5FGsz"" (39.30) | #5 ""Sam @ QR-4gITocS"" (65.73) | #6 ""Jared @ h0BlfhuN9N"" (89.17) | #7 ""Aidan @ Cjnby_nuhl"" (80.82) | #9 ""Eduardo @ vAnWuTY_FS"" (26.72) | #10 ""Zach @ BBsZMWPFSI"" (62.35)",2022-01-27T11:09:42.202Z,164328178220201
"-- starting hand #168  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-27T11:09:42.202Z,164328178220200
"-- ending hand #167 --",2022-01-27T11:09:39.198Z,164328177919802
"""Jared @ h0BlfhuN9N"" collected 6.25 from pot",2022-01-27T11:09:39.198Z,164328177919801
"Uncalled bet of 6.25 returned to ""Jared @ h0BlfhuN9N""",2022-01-27T11:09:39.198Z,164328177919800
"""Aidan @ Cjnby_nuhl"" folds",2022-01-27T11:09:38.338Z,164328177833800
"""Jared @ h0BlfhuN9N"" bets 6.25",2022-01-27T11:09:19.075Z,164328175907500
"River: 8♣, K♠, Q♦, 4♣ [8♦]",2022-01-27T11:09:13.840Z,164328175384000
"""Jared @ h0BlfhuN9N"" calls 1.50",2022-01-27T11:09:12.981Z,164328175298100
"""Aidan @ Cjnby_nuhl"" bets 1.50",2022-01-27T11:09:10.408Z,164328175040800
"""Jared @ h0BlfhuN9N"" checks",2022-01-27T11:09:05.863Z,164328174586300
"Turn: 8♣, K♠, Q♦ [4♣]",2022-01-27T11:09:03.131Z,164328174313100
