entry,at,order
"""Matthew @ jY15iYWiO1"" shows a A♥, 9♠.",2022-01-26T11:17:35.809Z,164319585580900
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:17:34.913Z,164319585491300
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:17:33.190Z,164319585319000
"River: K♣, 9♥, A♦, J♥ [10♥]",2022-01-26T11:17:25.806Z,164319584580600
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:17:24.931Z,164319584493100
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:17:17.811Z,164319583781100
"""Nate @ -Xs3B1ao3g"" calls 4.00",2022-01-26T11:17:15.391Z,164319583539100
"""Matthew @ jY15iYWiO1"" bets 4.00",2022-01-26T11:17:13.362Z,164319583336200
"Turn: K♣, 9♥, A♦ [J♥]",2022-01-26T11:17:07.140Z,164319582714000
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T11:17:06.301Z,164319582630100
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:16:55.652Z,164319581565200
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:16:54.724Z,164319581472400
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:16:52.393Z,164319581239300
"Flop:  [K♣, 9♥, A♦]",2022-01-26T11:16:50.532Z,164319581053200
"""Nate @ -Xs3B1ao3g"" calls 2.00",2022-01-26T11:16:49.616Z,164319580961600
"""Matthew @ jY15iYWiO1"" calls 2.00",2022-01-26T11:16:47.997Z,164319580799700
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T11:16:46.026Z,164319580602600
"""Zach @ BBsZMWPFSI"" calls 2.00",2022-01-26T11:16:44.519Z,164319580451900
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:16:41.302Z,164319580130200
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:16:34.119Z,164319579411900
"""kobe @ dvavFrv8ZM"" raises to 2.00",2022-01-26T11:16:31.758Z,164319579175800
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:16:23.357Z,164319578335700
"""Nate @ -Xs3B1ao3g"" posts a big blind of 0.50",2022-01-26T11:16:17.109Z,164319577710911
"""Matthew @ jY15iYWiO1"" posts a small blind of 0.25",2022-01-26T11:16:17.109Z,164319577710910
"Your hand is Q♣, 8♣",2022-01-26T11:16:17.109Z,164319577710908
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1037.66) | #2 ""Nate @ -Xs3B1ao3g"" (356.97) | #3 ""GT3 @ 8BXBu1Krqt"" (80.51) | #5 ""kobe @ dvavFrv8ZM"" (235.08) | #6 ""Sam @ QR-4gITocS"" (314.03) | #8 ""Aidan @ Cjnby_nuhl"" (265.40) | #9 ""Zach @ BBsZMWPFSI"" (130.16) | #10 ""Henry @ lThNfQ1a9c"" (380.19)",2022-01-26T11:16:17.109Z,164319577710901
"-- starting hand #161  (No Limit Texas Hold'em) (dealer: ""Henry @ lThNfQ1a9c"") --",2022-01-26T11:16:17.109Z,164319577710900
"-- ending hand #160 --",2022-01-26T11:16:14.112Z,164319577411202
"""Henry @ lThNfQ1a9c"" collected 76.50 from pot",2022-01-26T11:16:14.112Z,164319577411201
"Uncalled bet of 57.37 returned to ""Henry @ lThNfQ1a9c""",2022-01-26T11:16:14.112Z,164319577411200
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:16:13.230Z,164319577323000
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:15:57.405Z,164319575740500
"""Henry @ lThNfQ1a9c"" raises to 63.37",2022-01-26T11:14:58.354Z,164319569835400
"""Sam @ QR-4gITocS"" calls 6.00",2022-01-26T11:14:50.536Z,164319569053600
"""kobe @ dvavFrv8ZM"" bets 6.00",2022-01-26T11:14:46.854Z,164319568685400
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:14:34.764Z,164319567476400
"River: 3♣, Q♣, 10♥, 7♣ [A♦]",2022-01-26T11:14:28.592Z,164319566859200
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:14:27.687Z,164319566768700
"""Matthew @ jY15iYWiO1"" folds",2022-01-26T11:14:25.843Z,164319566584300
"""Henry @ lThNfQ1a9c"" calls 10.00",2022-01-26T11:14:24.867Z,164319566486700
"""Sam @ QR-4gITocS"" calls 10.00",2022-01-26T11:14:20.325Z,164319566032500
"""kobe @ dvavFrv8ZM"" bets 10.00",2022-01-26T11:14:17.086Z,164319565708600
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T11:14:08.464Z,164319564846400
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:14:06.459Z,164319564645900
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:14:04.027Z,164319564402700
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:13:57.843Z,164319563784300
"Turn: 3♣, Q♣, 10♥ [7♣]",2022-01-26T11:13:49.116Z,164319562911600
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:13:48.267Z,164319562826700
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:13:46.735Z,164319562673500
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T11:13:43.036Z,164319562303600
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:13:39.867Z,164319561986700
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:13:38.888Z,164319561888800
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:13:35.697Z,164319561569700
"Flop:  [3♣, Q♣, 10♥]",2022-01-26T11:13:31.706Z,164319561170600
"""GT3 @ 8BXBu1Krqt"" calls 4.75",2022-01-26T11:13:30.853Z,164319561085300
"""Nate @ -Xs3B1ao3g"" calls 4.75",2022-01-26T11:13:27.604Z,164319560760400
"""Matthew @ jY15iYWiO1"" calls 4.75",2022-01-26T11:13:25.107Z,164319560510700
"""Henry @ lThNfQ1a9c"" calls 4.75",2022-01-26T11:13:22.939Z,164319560293900
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:13:21.951Z,164319560195100
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:13:20.567Z,164319560056700
"""Sam @ QR-4gITocS"" calls 4.75",2022-01-26T11:13:19.621Z,164319559962100
"""kobe @ dvavFrv8ZM"" raises to 4.75",2022-01-26T11:13:11.932Z,164319559193200
"""GT3 @ 8BXBu1Krqt"" calls 1.00",2022-01-26T11:13:06.279Z,164319558627900
"""Nate @ -Xs3B1ao3g"" posts a straddle of 1.00",2022-01-26T11:13:02.832Z,164319558283212
"""Matthew @ jY15iYWiO1"" posts a big blind of 0.50",2022-01-26T11:13:02.832Z,164319558283211
"""Henry @ lThNfQ1a9c"" posts a small blind of 0.25",2022-01-26T11:13:02.832Z,164319558283210
"Your hand is 4♣, 8♦",2022-01-26T11:13:02.832Z,164319558283208
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1042.41) | #2 ""Nate @ -Xs3B1ao3g"" (361.72) | #3 ""GT3 @ 8BXBu1Krqt"" (85.26) | #5 ""kobe @ dvavFrv8ZM"" (255.83) | #6 ""Sam @ QR-4gITocS"" (334.78) | #8 ""Aidan @ Cjnby_nuhl"" (265.40) | #9 ""Zach @ BBsZMWPFSI"" (130.16) | #10 ""Henry @ lThNfQ1a9c"" (324.44)",2022-01-26T11:13:02.832Z,164319558283201
"-- starting hand #160  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-26T11:13:02.832Z,164319558283200
"""Nate @ -Xs3B1ao3g"" shows a Q♦, Q♣.",2022-01-26T11:13:00.527Z,164319558052700
"""Matthew @ jY15iYWiO1"" shows a A♥, 8♠.",2022-01-26T11:12:58.971Z,164319557897100
"-- ending hand #159 --",2022-01-26T11:12:58.455Z,164319557845502
"""Nate @ -Xs3B1ao3g"" collected 147.25 from pot",2022-01-26T11:12:58.455Z,164319557845501
"Uncalled bet of 55.00 returned to ""Nate @ -Xs3B1ao3g""",2022-01-26T11:12:58.455Z,164319557845500
"""Matthew @ jY15iYWiO1"" folds",2022-01-26T11:12:57.636Z,164319557763600
"""Nate @ -Xs3B1ao3g"" raises to 110.00",2022-01-26T11:12:56.035Z,164319557603500
"""Matthew @ jY15iYWiO1"" bets 55.00",2022-01-26T11:12:52.055Z,164319557205500
"River: 2♥, 3♣, 4♦, K♦ [Q♠]",2022-01-26T11:12:41.235Z,164319556123500
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:12:40.385Z,164319556038500
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:12:38.879Z,164319555887900
"Turn: 2♥, 3♣, 4♦ [K♦]",2022-01-26T11:12:37.361Z,164319555736100
"""Matthew @ jY15iYWiO1"" calls 9.00",2022-01-26T11:12:36.468Z,164319555646800
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:12:26.585Z,164319554658500
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:12:10.203Z,164319553020300
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:12:06.305Z,164319552630500
"""Nate @ -Xs3B1ao3g"" bets 9.00",2022-01-26T11:12:04.577Z,164319552457700
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:11:59.699Z,164319551969900
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T11:11:58.755Z,164319551875500
"Flop:  [2♥, 3♣, 4♦]",2022-01-26T11:11:51.519Z,164319551151900
"""Matthew @ jY15iYWiO1"" calls 3.75",2022-01-26T11:11:50.614Z,164319551061400
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T11:11:49.692Z,164319550969200
"""Zach @ BBsZMWPFSI"" calls 3.75",2022-01-26T11:11:48.762Z,164319550876200
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:11:43.238Z,164319550323800
"""Sam @ QR-4gITocS"" calls 3.75",2022-01-26T11:11:42.297Z,164319550229700
"""kobe @ dvavFrv8ZM"" calls 3.75",2022-01-26T11:11:37.088Z,164319549708800
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:11:36.133Z,164319549613300
"""Nate @ -Xs3B1ao3g"" raises to 3.75",2022-01-26T11:11:33.108Z,164319549310800
"""Matthew @ jY15iYWiO1"" posts a straddle of 1.00",2022-01-26T11:11:28.576Z,164319548857612
"""Henry @ lThNfQ1a9c"" posts a big blind of 0.50",2022-01-26T11:11:28.576Z,164319548857611
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-26T11:11:28.576Z,164319548857610
"Your hand is 6♣, 7♦",2022-01-26T11:11:28.576Z,164319548857608
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1110.16) | #2 ""Nate @ -Xs3B1ao3g"" (282.22) | #3 ""GT3 @ 8BXBu1Krqt"" (85.26) | #5 ""kobe @ dvavFrv8ZM"" (259.58) | #6 ""Sam @ QR-4gITocS"" (338.53) | #8 ""Aidan @ Cjnby_nuhl"" (265.40) | #9 ""Zach @ BBsZMWPFSI"" (133.91) | #10 ""Henry @ lThNfQ1a9c"" (324.94)",2022-01-26T11:11:28.576Z,164319548857601
"-- starting hand #159  (No Limit Texas Hold'em) (dealer: ""Aidan @ Cjnby_nuhl"") --",2022-01-26T11:11:28.576Z,164319548857600
"Undealt cards: 3♥, 6♠, 2♥, 7♦ [2♠]",2022-01-26T11:11:24.153Z,164319548415300
"-- ending hand #158 --",2022-01-26T11:11:22.570Z,164319548257002
"""Matthew @ jY15iYWiO1"" collected 38.00 from pot",2022-01-26T11:11:22.570Z,164319548257001
"Uncalled bet of 25.00 returned to ""Matthew @ jY15iYWiO1""",2022-01-26T11:11:22.570Z,164319548257000
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:11:21.728Z,164319548172800
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:11:16.869Z,164319547686900
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:11:15.081Z,164319547508100
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:10:56.218Z,164319545621800
"""Matthew @ jY15iYWiO1"" bets 25.00",2022-01-26T11:10:53.740Z,164319545374000
"""Aidan @ Cjnby_nuhl"" checks",2022-01-26T11:10:44.920Z,164319544492000
"Turn: 3♥, 6♠, 2♥ [7♦]",2022-01-26T11:10:43.609Z,164319544360900
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T11:10:42.725Z,164319544272500
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:10:40.302Z,164319544030200
"""Aidan @ Cjnby_nuhl"" calls 6.00",2022-01-26T11:10:39.392Z,164319543939200
"""Sam @ QR-4gITocS"" calls 6.00",2022-01-26T11:10:38.207Z,164319543820700
"""kobe @ dvavFrv8ZM"" calls 6.00",2022-01-26T11:10:36.106Z,164319543610600
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:10:35.064Z,164319543506400
"""Nate @ -Xs3B1ao3g"" calls 6.00",2022-01-26T11:10:22.946Z,164319542294600
"""Matthew @ jY15iYWiO1"" bets 6.00",2022-01-26T11:10:21.348Z,164319542134800
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:10:18.688Z,164319541868800
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T11:10:17.648Z,164319541764800
"""Aidan @ Cjnby_nuhl"" checks",2022-01-26T11:10:12.989Z,164319541298900
"Flop:  [3♥, 6♠, 2♥]",2022-01-26T11:10:11.143Z,164319541114300
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:10:10.225Z,164319541022500
"""Zach @ BBsZMWPFSI"" calls 1.00",2022-01-26T11:10:08.027Z,164319540802700
"""Aidan @ Cjnby_nuhl"" calls 1.00",2022-01-26T11:10:06.435Z,164319540643500
"""Sam @ QR-4gITocS"" calls 1.00",2022-01-26T11:10:05.327Z,164319540532700
"""kobe @ dvavFrv8ZM"" calls 1.00",2022-01-26T11:10:04.041Z,164319540404100
"""GT3 @ 8BXBu1Krqt"" calls 1.00",2022-01-26T11:10:03.034Z,164319540303400
"""Nate @ -Xs3B1ao3g"" calls 1.00",2022-01-26T11:10:00.972Z,164319540097200
"""Matthew @ jY15iYWiO1"" calls 1.00",2022-01-26T11:09:59.361Z,164319539936100
"""Henry @ lThNfQ1a9c"" posts a straddle of 1.00",2022-01-26T11:09:52.928Z,164319539292812
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-26T11:09:52.928Z,164319539292811
"""Aidan @ Cjnby_nuhl"" posts a small blind of 0.25",2022-01-26T11:09:52.928Z,164319539292810
"Your hand is 9♥, Q♣",2022-01-26T11:09:52.928Z,164319539292808
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1079.16) | #2 ""Nate @ -Xs3B1ao3g"" (289.22) | #3 ""GT3 @ 8BXBu1Krqt"" (86.26) | #5 ""kobe @ dvavFrv8ZM"" (266.58) | #6 ""Sam @ QR-4gITocS"" (345.53) | #8 ""Aidan @ Cjnby_nuhl"" (272.40) | #9 ""Zach @ BBsZMWPFSI"" (134.91) | #10 ""Henry @ lThNfQ1a9c"" (325.94)",2022-01-26T11:09:52.928Z,164319539292801
"-- starting hand #158  (No Limit Texas Hold'em) (dealer: ""Sam @ QR-4gITocS"") --",2022-01-26T11:09:52.928Z,164319539292800
"-- ending hand #157 --",2022-01-26T11:09:46.924Z,164319538692402
"""Zach @ BBsZMWPFSI"" collected 18.25 from pot",2022-01-26T11:09:46.924Z,164319538692401
"Uncalled bet of 6.25 returned to ""Zach @ BBsZMWPFSI""",2022-01-26T11:09:46.924Z,164319538692400
"""Matthew @ jY15iYWiO1"" folds",2022-01-26T11:09:46.083Z,164319538608300
"""Zach @ BBsZMWPFSI"" raises to 10.00",2022-01-26T11:09:44.883Z,164319538488300
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:09:34.856Z,164319537485600
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:09:28.031Z,164319536803100
"""Matthew @ jY15iYWiO1"" bets 3.75",2022-01-26T11:09:27.034Z,164319536703400
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T11:09:21.079Z,164319536107900
"Flop:  [10♣, Q♥, 3♣]",2022-01-26T11:09:19.097Z,164319535909700
"""Zach @ BBsZMWPFSI"" calls 2.50",2022-01-26T11:09:18.199Z,164319535819900
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:09:17.208Z,164319535720800
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:09:16.194Z,164319535619400
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:09:15.188Z,164319535518800
"""GT3 @ 8BXBu1Krqt"" calls 2.50",2022-01-26T11:09:06.172Z,164319534617200
"""Nate @ -Xs3B1ao3g"" calls 2.50",2022-01-26T11:09:04.215Z,164319534421500
"""Matthew @ jY15iYWiO1"" raises to 2.50",2022-01-26T11:09:02.960Z,164319534296000
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T11:08:58.724Z,164319533872400
"""Zach @ BBsZMWPFSI"" calls 0.50",2022-01-26T11:08:55.581Z,164319533558100
"""Aidan @ Cjnby_nuhl"" posts a big blind of 0.50",2022-01-26T11:08:49.038Z,164319532903811
"""Sam @ QR-4gITocS"" posts a small blind of 0.25",2022-01-26T11:08:49.038Z,164319532903810
"Your hand is A♣, 5♦",2022-01-26T11:08:49.038Z,164319532903808
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1085.41) | #2 ""Nate @ -Xs3B1ao3g"" (291.72) | #3 ""GT3 @ 8BXBu1Krqt"" (88.76) | #5 ""kobe @ dvavFrv8ZM"" (266.58) | #6 ""Sam @ QR-4gITocS"" (345.78) | #8 ""Aidan @ Cjnby_nuhl"" (272.90) | #9 ""Zach @ BBsZMWPFSI"" (122.91) | #10 ""Henry @ lThNfQ1a9c"" (325.94)",2022-01-26T11:08:49.038Z,164319532903801
"-- starting hand #157  (No Limit Texas Hold'em) (dealer: ""kobe @ dvavFrv8ZM"") --",2022-01-26T11:08:49.038Z,164319532903800
"-- ending hand #156 --",2022-01-26T11:08:43.033Z,164319532303303
"""kobe @ dvavFrv8ZM"" shows a 6♦, 10♥.",2022-01-26T11:08:43.033Z,164319532303302
"""Sam @ QR-4gITocS"" collected 17.86 from pot with Two Pair, A's & 10's (combination: A♥, A♠, 10♦, 10♠, 9♦)",2022-01-26T11:08:43.033Z,164319532303301
"""Sam @ QR-4gITocS"" shows a 10♦, 10♠.",2022-01-26T11:08:43.033Z,164319532303300
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:08:42.209Z,164319532220900
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:08:38.497Z,164319531849700
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:08:35.230Z,164319531523000
"River: 9♦, 5♥, A♥, 4♠ [A♠]",2022-01-26T11:08:33.297Z,164319531329700
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T11:08:32.474Z,164319531247400
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:08:31.142Z,164319531114200
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:08:24.505Z,164319530450500
"Turn: 9♦, 5♥, A♥ [4♠]",2022-01-26T11:08:20.998Z,164319530099800
"""Sam @ QR-4gITocS"" calls 3.57",2022-01-26T11:08:20.090Z,164319530009000
"""kobe @ dvavFrv8ZM"" calls 3.57",2022-01-26T11:08:14.923Z,164319529492300
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:08:02.464Z,164319528246400
"""Matthew @ jY15iYWiO1"" folds",2022-01-26T11:08:01.438Z,164319528143800
"""Henry @ lThNfQ1a9c"" bets 3.57",2022-01-26T11:08:00.503Z,164319528050300
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:07:57.106Z,164319527710600
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:07:56.054Z,164319527605400
"Flop:  [9♦, 5♥, A♥]",2022-01-26T11:07:53.852Z,164319527385200
"""Sam @ QR-4gITocS"" calls 1.43",2022-01-26T11:07:52.925Z,164319527292500
"""kobe @ dvavFrv8ZM"" calls 1.43",2022-01-26T11:07:50.207Z,164319527020700
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:07:49.292Z,164319526929200
"""Nate @ -Xs3B1ao3g"" calls 1.43",2022-01-26T11:07:48.282Z,164319526828200
"""Matthew @ jY15iYWiO1"" calls 1.43",2022-01-26T11:07:47.005Z,164319526700500
"""Henry @ lThNfQ1a9c"" raises to 1.43",2022-01-26T11:07:45.350Z,164319526535000
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:07:42.313Z,164319526231300
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:07:40.896Z,164319526089600
"""Sam @ QR-4gITocS"" posts a big blind of 0.50",2022-01-26T11:07:39.701Z,164319525970111
"""kobe @ dvavFrv8ZM"" posts a small blind of 0.25",2022-01-26T11:07:39.701Z,164319525970110
"Your hand is 3♥, J♣",2022-01-26T11:07:39.701Z,164319525970108
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1086.84) | #2 ""Nate @ -Xs3B1ao3g"" (293.15) | #3 ""GT3 @ 8BXBu1Krqt"" (88.76) | #5 ""kobe @ dvavFrv8ZM"" (271.58) | #6 ""Sam @ QR-4gITocS"" (332.92) | #8 ""Aidan @ Cjnby_nuhl"" (272.90) | #9 ""Zach @ BBsZMWPFSI"" (122.91) | #10 ""Henry @ lThNfQ1a9c"" (330.94)",2022-01-26T11:07:39.701Z,164319525970101
"-- starting hand #156  (No Limit Texas Hold'em) (dealer: ""GT3 @ 8BXBu1Krqt"") --",2022-01-26T11:07:39.701Z,164319525970100
"""kobe @ dvavFrv8ZM"" shows a 5♠, 9♥.",2022-01-26T11:07:37.467Z,164319525746700
"""Matthew @ jY15iYWiO1"" shows a J♣, Q♦.",2022-01-26T11:07:35.310Z,164319525531000
"-- ending hand #155 --",2022-01-26T11:07:32.578Z,164319525257802
"""Aidan @ Cjnby_nuhl"" collected 14.50 from pot with Pair, A's (combination: A♣, A♦, Q♠, 9♠, 8♠)",2022-01-26T11:07:32.578Z,164319525257801
"""Aidan @ Cjnby_nuhl"" shows a A♣, 8♠.",2022-01-26T11:07:32.578Z,164319525257800
"""Sam @ QR-4gITocS"" folds",2022-01-26T11:07:31.707Z,164319525170700
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:07:26.706Z,164319524670600
"""GT3 @ 8BXBu1Krqt"" calls 3.50",2022-01-26T11:07:16.769Z,164319523676900
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:07:14.868Z,164319523486800
"""Matthew @ jY15iYWiO1"" folds",2022-01-26T11:07:13.072Z,164319523307200
"""Aidan @ Cjnby_nuhl"" bets 3.50",2022-01-26T11:07:07.589Z,164319522758900
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:06:59.900Z,164319521990000
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:06:57.407Z,164319521740700
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T11:06:56.408Z,164319521640800
"River: 3♥, Q♠, A♦, 9♠ [4♣]",2022-01-26T11:06:54.101Z,164319521410100
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:06:53.256Z,164319521325600
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:06:50.098Z,164319521009800
"""Aidan @ Cjnby_nuhl"" checks",2022-01-26T11:06:49.113Z,164319520911300
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:06:48.195Z,164319520819500
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:06:47.276Z,164319520727600
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T11:06:39.192Z,164319519919200
"Turn: 3♥, Q♠, A♦ [9♠]",2022-01-26T11:06:34.882Z,164319519488200
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:06:34.036Z,164319519403600
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T11:06:31.999Z,164319519199900
"""Aidan @ Cjnby_nuhl"" checks",2022-01-26T11:06:29.663Z,164319518966300
"""Sam @ QR-4gITocS"" checks",2022-01-26T11:06:28.185Z,164319518818500
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T11:06:25.666Z,164319518566600
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T11:06:24.725Z,164319518472500
"Flop:  [3♥, Q♠, A♦]",2022-01-26T11:06:19.467Z,164319517946700
"""kobe @ dvavFrv8ZM"" calls 1.25",2022-01-26T11:06:18.597Z,164319517859700
"""GT3 @ 8BXBu1Krqt"" calls 1.25",2022-01-26T11:06:17.243Z,164319517724300
"""Nate @ -Xs3B1ao3g"" calls 1.25",2022-01-26T11:06:13.880Z,164319517388000
"""Matthew @ jY15iYWiO1"" calls 1.25",2022-01-26T11:06:11.043Z,164319517104300
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T11:06:09.555Z,164319516955500
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T11:06:08.593Z,164319516859300
"""Aidan @ Cjnby_nuhl"" calls 1.25",2022-01-26T11:06:07.645Z,164319516764500
"""Sam @ QR-4gITocS"" raises to 1.25",2022-01-26T11:06:06.407Z,164319516640700
"""kobe @ dvavFrv8ZM"" posts a big blind of 0.50",2022-01-26T11:05:55.326Z,164319515532611
"""GT3 @ 8BXBu1Krqt"" posts a small blind of 0.25",2022-01-26T11:05:55.326Z,164319515532610
"Your hand is J♦, 7♠",2022-01-26T11:05:55.326Z,164319515532608
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (1088.09) | #2 ""Nate @ -Xs3B1ao3g"" (294.40) | #3 ""GT3 @ 8BXBu1Krqt"" (93.51) | #5 ""kobe @ dvavFrv8ZM"" (272.83) | #6 ""Sam @ QR-4gITocS"" (334.17) | #8 ""Aidan @ Cjnby_nuhl"" (263.15) | #9 ""Zach @ BBsZMWPFSI"" (122.91) | #10 ""Henry @ lThNfQ1a9c"" (330.94)",2022-01-26T11:05:55.326Z,164319515532601
"-- starting hand #155  (No Limit Texas Hold'em) (dealer: ""Nate @ -Xs3B1ao3g"") --",2022-01-26T11:05:55.326Z,164319515532600
"""Matthew @ jY15iYWiO1"" shows a 8♦, 8♣.",2022-01-26T11:05:53.818Z,164319515381800
"-- ending hand #154 --",2022-01-26T11:05:51.645Z,164319515164502
"""Matthew @ jY15iYWiO1"" collected 152.00 from pot",2022-01-26T11:05:51.645Z,164319515164501
"Uncalled bet of 294.40 returned to ""Matthew @ jY15iYWiO1""",2022-01-26T11:05:51.645Z,164319515164500
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T11:05:50.818Z,164319515081800
"""Matthew @ jY15iYWiO1"" bets 294.40 and go all in",2022-01-26T11:04:58.941Z,164319509894100
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T11:04:52.746Z,164319509274600
"River: 10♠, 6♦, 8♥, J♦ [3♥]",2022-01-26T11:04:47.369Z,164319508736900
"""Matthew @ jY15iYWiO1"" calls 42.00",2022-01-26T11:04:46.563Z,164319508656300
"""Nate @ -Xs3B1ao3g"" bets 42.00",2022-01-26T11:04:36.219Z,164319507621900
"Turn: 10♠, 6♦, 8♥ [J♦]",2022-01-26T11:04:27.667Z,164319506766700
"""Matthew @ jY15iYWiO1"" calls 17.00",2022-01-26T11:04:26.809Z,164319506680900
"""Nate @ -Xs3B1ao3g"" bets 17.00",2022-01-26T11:04:20.936Z,164319506093600
"Flop:  [10♠, 6♦, 8♥]",2022-01-26T11:04:13.745Z,164319505374500
"""Matthew @ jY15iYWiO1"" calls 15.00",2022-01-26T11:04:12.856Z,164319505285600
"""Aidan @ Cjnby_nuhl"" folds",2022-01-26T11:04:10.556Z,164319505055600
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T11:04:09.553Z,164319504955300
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T11:04:08.619Z,164319504861900
