entry,at,order
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T13:26:35.868Z,164320359586800
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T13:26:32.403Z,164320359240300
"""Nate @ -Xs3B1ao3g"" calls 1.00",2022-01-26T13:26:29.025Z,164320358902500
"""Matthew @ jY15iYWiO1"" bets 1.00",2022-01-26T13:26:27.066Z,164320358706600
"Flop:  [9♠, 4♠, Q♥]",2022-01-26T13:26:20.800Z,164320358080000
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:26:19.967Z,164320357996700
"""Matthew @ jY15iYWiO1"" calls 0.50",2022-01-26T13:26:17.642Z,164320357764200
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T13:26:16.209Z,164320357620900
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T13:26:13.262Z,164320357326200
"""kobe @ dvavFrv8ZM"" calls 0.50",2022-01-26T13:26:12.321Z,164320357232100
"""GT3 @ 8BXBu1Krqt"" calls 0.50",2022-01-26T13:26:11.060Z,164320357106000
"""Nate @ -Xs3B1ao3g"" posts a big blind of 0.50",2022-01-26T13:26:07.264Z,164320356726409
"""Matthew @ jY15iYWiO1"" posts a small blind of 0.25",2022-01-26T13:26:07.264Z,164320356726408
"Your hand is 2♦, 5♥",2022-01-26T13:26:07.264Z,164320356726406
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (470.53) | #2 ""Nate @ -Xs3B1ao3g"" (315.87) | #3 ""GT3 @ 8BXBu1Krqt"" (109.73) | #5 ""kobe @ dvavFrv8ZM"" (835.93) | #9 ""Zach @ BBsZMWPFSI"" (242.31) | #10 ""Henry @ lThNfQ1a9c"" (423.19)",2022-01-26T13:26:07.264Z,164320356726401
"-- starting hand #239  (No Limit Texas Hold'em) (dealer: ""Henry @ lThNfQ1a9c"") --",2022-01-26T13:26:07.264Z,164320356726400
"Undealt cards: Q♥, 8♣, Q♣ [2♠, 5♥]",2022-01-26T13:26:01.847Z,164320356184700
"""Matthew @ jY15iYWiO1"" shows a Q♦, 9♦.",2022-01-26T13:26:01.697Z,164320356169700
"-- ending hand #238 --",2022-01-26T13:26:00.553Z,164320356055302
"""Matthew @ jY15iYWiO1"" collected 47.75 from pot",2022-01-26T13:26:00.553Z,164320356055301
"Uncalled bet of 24.25 returned to ""Matthew @ jY15iYWiO1""",2022-01-26T13:26:00.553Z,164320356055300
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T13:25:59.691Z,164320355969100
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T13:25:32.842Z,164320353284200
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T13:25:31.842Z,164320353184200
"""Matthew @ jY15iYWiO1"" raises to 40.00",2022-01-26T13:25:29.546Z,164320352954600
"""Zach @ BBsZMWPFSI"" bets 15.75",2022-01-26T13:25:12.690Z,164320351269000
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T13:25:02.009Z,164320350200900
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:25:00.163Z,164320350016300
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:24:57.467Z,164320349746700
"Flop:  [Q♥, 8♣, Q♣]",2022-01-26T13:24:54.910Z,164320349491000
"""GT3 @ 8BXBu1Krqt"" calls 4.00",2022-01-26T13:24:54.016Z,164320349401600
"""Nate @ -Xs3B1ao3g"" calls 4.00",2022-01-26T13:24:53.056Z,164320349305600
"""Matthew @ jY15iYWiO1"" calls 4.00",2022-01-26T13:24:51.624Z,164320349162400
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T13:24:49.323Z,164320348932300
"""Zach @ BBsZMWPFSI"" raises to 4.00",2022-01-26T13:24:48.023Z,164320348802300
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T13:24:44.399Z,164320348439900
"""GT3 @ 8BXBu1Krqt"" calls 0.50",2022-01-26T13:24:43.404Z,164320348340400
"""Nate @ -Xs3B1ao3g"" calls 0.50",2022-01-26T13:24:41.714Z,164320348171400
"""Matthew @ jY15iYWiO1"" posts a big blind of 0.50",2022-01-26T13:24:39.536Z,164320347953609
"""Henry @ lThNfQ1a9c"" posts a small blind of 0.25",2022-01-26T13:24:39.536Z,164320347953608
"Your hand is 4♥, 9♥",2022-01-26T13:24:39.536Z,164320347953606
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (442.53) | #2 ""Nate @ -Xs3B1ao3g"" (319.87) | #3 ""GT3 @ 8BXBu1Krqt"" (113.73) | #5 ""kobe @ dvavFrv8ZM"" (835.93) | #9 ""Zach @ BBsZMWPFSI"" (262.06) | #10 ""Henry @ lThNfQ1a9c"" (423.44)",2022-01-26T13:24:39.536Z,164320347953601
"-- starting hand #238  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-26T13:24:39.536Z,164320347953600
"-- ending hand #237 --",2022-01-26T13:24:33.502Z,164320347350203
"""Matthew @ jY15iYWiO1"" shows a 2♣, 3♦.",2022-01-26T13:24:33.502Z,164320347350202
"""kobe @ dvavFrv8ZM"" collected 75.75 from pot with Two Pair, Q's & 7's (combination: Q♠, Q♦, 7♣, 7♦, 8♠)",2022-01-26T13:24:33.502Z,164320347350201
"""kobe @ dvavFrv8ZM"" shows a 7♣, Q♠.",2022-01-26T13:24:33.502Z,164320347350200
"""kobe @ dvavFrv8ZM"" calls 30.00",2022-01-26T13:24:32.562Z,164320347256200
"""Matthew @ jY15iYWiO1"" bets 30.00",2022-01-26T13:24:03.311Z,164320344331100
"River: 7♦, 8♠, 3♥, 2♠ [Q♦]",2022-01-26T13:23:56.396Z,164320343639600
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T13:23:55.498Z,164320343549800
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:23:54.524Z,164320343452400
"Turn: 7♦, 8♠, 3♥ [2♠]",2022-01-26T13:23:53.085Z,164320343308500
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T13:23:52.215Z,164320343221500
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T13:23:48.617Z,164320342861700
"""Matthew @ jY15iYWiO1"" calls 5.25",2022-01-26T13:23:46.515Z,164320342651500
"""Henry @ lThNfQ1a9c"" folds",2022-01-26T13:23:45.388Z,164320342538800
"""kobe @ dvavFrv8ZM"" bets 5.25",2022-01-26T13:23:42.200Z,164320342220000
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T13:23:36.507Z,164320341650700
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:23:31.241Z,164320341124100
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:23:28.367Z,164320340836700
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T13:23:27.351Z,164320340735100
"Flop:  [7♦, 8♠, 3♥]",2022-01-26T13:23:25.666Z,164320340566600
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:23:24.786Z,164320340478600
"""Henry @ lThNfQ1a9c"" calls 1.00",2022-01-26T13:23:22.312Z,164320340231200
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T13:23:21.150Z,164320340115000
"""kobe @ dvavFrv8ZM"" calls 1.00",2022-01-26T13:23:20.213Z,164320340021300
"""GT3 @ 8BXBu1Krqt"" calls 1.00",2022-01-26T13:23:19.170Z,164320339917000
"""Nate @ -Xs3B1ao3g"" calls 1.00",2022-01-26T13:23:09.391Z,164320338939100
"""Matthew @ jY15iYWiO1"" posts a straddle of 1.00",2022-01-26T13:23:02.122Z,164320338212210
"""Henry @ lThNfQ1a9c"" posts a big blind of 0.50",2022-01-26T13:23:02.122Z,164320338212209
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-26T13:23:02.122Z,164320338212208
"Your hand is 7♠, 3♣",2022-01-26T13:23:02.122Z,164320338212206
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (478.78) | #2 ""Nate @ -Xs3B1ao3g"" (320.87) | #3 ""GT3 @ 8BXBu1Krqt"" (114.73) | #5 ""kobe @ dvavFrv8ZM"" (796.43) | #9 ""Zach @ BBsZMWPFSI"" (262.31) | #10 ""Henry @ lThNfQ1a9c"" (424.44)",2022-01-26T13:23:02.122Z,164320338212201
"-- starting hand #237  (No Limit Texas Hold'em) (dealer: ""kobe @ dvavFrv8ZM"") --",2022-01-26T13:23:02.122Z,164320338212200
"""kobe @ dvavFrv8ZM"" shows a 4♦, 8♣.",2022-01-26T13:22:57.748Z,164320337774800
"-- ending hand #236 --",2022-01-26T13:22:55.515Z,164320337551505
"""Matthew @ jY15iYWiO1"" shows a A♠, 4♠.",2022-01-26T13:22:55.515Z,164320337551504
"""Henry @ lThNfQ1a9c"" shows a A♥, 4♣.",2022-01-26T13:22:55.515Z,164320337551503
"""Zach @ BBsZMWPFSI"" shows a 3♦, 6♦.",2022-01-26T13:22:55.515Z,164320337551502
"""Nate @ -Xs3B1ao3g"" collected 42.62 from pot with Straight, Q High (combination: Q♦, J♠, 10♦, 9♦, 8♦)",2022-01-26T13:22:55.515Z,164320337551501
"""Nate @ -Xs3B1ao3g"" shows a 10♦, 8♦.",2022-01-26T13:22:55.515Z,164320337551500
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:22:54.645Z,164320337464500
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:22:53.164Z,164320337316400
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T13:22:51.909Z,164320337190900
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T13:22:50.759Z,164320337075900
"River: Q♦, A♣, 9♦, 10♠ [J♠]",2022-01-26T13:22:47.989Z,164320336798900
"""Zach @ BBsZMWPFSI"" calls 6.28",2022-01-26T13:22:47.163Z,164320336716300
"""kobe @ dvavFrv8ZM"" folds",2022-01-26T13:22:45.205Z,164320336520500
"""Nate @ -Xs3B1ao3g"" calls 6.28",2022-01-26T13:22:44.202Z,164320336420200
"""Matthew @ jY15iYWiO1"" calls 6.28",2022-01-26T13:22:42.481Z,164320336248100
"""Henry @ lThNfQ1a9c"" bets 6.28",2022-01-26T13:22:41.554Z,164320336155400
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T13:22:35.248Z,164320335524800
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T13:22:33.742Z,164320335374200
"Turn: Q♦, A♣, 9♦ [10♠]",2022-01-26T13:22:31.099Z,164320335109900
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:22:30.173Z,164320335017300
"""Matthew @ jY15iYWiO1"" checks",2022-01-26T13:22:28.381Z,164320334838100
"""Henry @ lThNfQ1a9c"" checks",2022-01-26T13:22:26.590Z,164320334659000
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T13:22:25.594Z,164320334559400
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T13:22:23.982Z,164320334398200
"Flop:  [Q♦, A♣, 9♦]",2022-01-26T13:22:21.698Z,164320334169800
"""Henry @ lThNfQ1a9c"" calls 3.50",2022-01-26T13:22:20.881Z,164320334088100
"""Zach @ BBsZMWPFSI"" calls 3.50",2022-01-26T13:22:19.507Z,164320333950700
"""kobe @ dvavFrv8ZM"" calls 3.50",2022-01-26T13:22:15.096Z,164320333509600
"""GT3 @ 8BXBu1Krqt"" folds",2022-01-26T13:22:07.765Z,164320332776500
"""Nate @ -Xs3B1ao3g"" calls 3.50",2022-01-26T13:22:06.803Z,164320332680300
"""Matthew @ jY15iYWiO1"" raises to 3.50",2022-01-26T13:22:05.190Z,164320332519000
"""Henry @ lThNfQ1a9c"" posts a straddle of 1.00",2022-01-26T13:21:57.289Z,164320331728910
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-26T13:21:57.289Z,164320331728909
"""kobe @ dvavFrv8ZM"" posts a small blind of 0.25",2022-01-26T13:21:57.289Z,164320331728908
"Your hand is 3♦, 6♦",2022-01-26T13:21:57.289Z,164320331728906
"Player stacks: #1 ""Matthew @ jY15iYWiO1"" (488.56) | #2 ""Nate @ -Xs3B1ao3g"" (288.03) | #3 ""GT3 @ 8BXBu1Krqt"" (114.73) | #5 ""kobe @ dvavFrv8ZM"" (799.93) | #9 ""Zach @ BBsZMWPFSI"" (272.09) | #10 ""Henry @ lThNfQ1a9c"" (434.22)",2022-01-26T13:21:57.289Z,164320331728901
"-- starting hand #236  (No Limit Texas Hold'em) (dealer: ""GT3 @ 8BXBu1Krqt"") --",2022-01-26T13:21:57.289Z,164320331728900
"-- ending hand #235 --",2022-01-26T13:21:51.262Z,164320331126203
"""kobe @ dvavFrv8ZM"" shows a K♦, J♦.",2022-01-26T13:21:51.262Z,164320331126202
"""GT3 @ 8BXBu1Krqt"" collected 84.00 from pot with Pair, 8's (combination: 8♣, 8♥, K♥, 6♣, 5♣)",2022-01-26T13:21:51.262Z,164320331126201
"""GT3 @ 8BXBu1Krqt"" shows a K♥, 8♣.",2022-01-26T13:21:51.262Z,164320331126200
"""GT3 @ 8BXBu1Krqt"" calls 28.00",2022-01-26T13:21:50.394Z,164320331039400
"""Nate @ -Xs3B1ao3g"" folds",2022-01-26T13:21:46.655Z,164320330665500
"""Zach @ BBsZMWPFSI"" folds",2022-01-26T13:21:45.592Z,164320330559200
"""kobe @ dvavFrv8ZM"" bets 28.00",2022-01-26T13:21:44.019Z,164320330401900
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T13:21:25.906Z,164320328590600
"River: 4♥, 5♣, 3♠, 8♥ [6♣]",2022-01-26T13:21:23.432Z,164320328343200
"""Nate @ -Xs3B1ao3g"" checks",2022-01-26T13:21:22.529Z,164320328252900
"""Zach @ BBsZMWPFSI"" checks",2022-01-26T13:21:20.814Z,164320328081400
"""kobe @ dvavFrv8ZM"" checks",2022-01-26T13:21:04.641Z,164320326464100
"""GT3 @ 8BXBu1Krqt"" checks",2022-01-26T13:21:02.921Z,164320326292100
"Turn: 4♥, 5♣, 3♠ [8♥]",2022-01-26T13:20:59.796Z,164320325979600
"""GT3 @ 8BXBu1Krqt"" calls 4.50",2022-01-26T13:20:58.880Z,164320325888000
"""Nate @ -Xs3B1ao3g"" calls 4.50",2022-01-26T13:20:52.435Z,164320325243500
"""Zach @ BBsZMWPFSI"" calls 4.50",2022-01-26T13:20:50.081Z,164320325008100
"""kobe @ dvavFrv8ZM"" bets 4.50",2022-01-26T13:20:45.011Z,164320324501100
