entry,at,order
"The player ""Chris @ ZEVJrHfGTj"" quits the game with a stack of 266.23.",2022-01-28T08:31:32.115Z,164335869211504
"The player ""Chris @ ZEVJrHfGTj"" stand up with the stack of 266.23.",2022-01-28T08:31:32.115Z,164335869211503
"The player ""Zach Y @ QR-4gITocS"" stand up with the stack of 126.18.",2022-01-28T08:31:32.115Z,164335869211502
"The player ""Zach @ BBsZMWPFSI"" stand up with the stack of 227.21.",2022-01-28T08:31:32.115Z,164335869211501
"The player ""Nate @ 8d8glJLxQP"" stand up with the stack of 274.48.",2022-01-28T08:31:32.115Z,164335869211500
"-- ending hand #212 --",2022-01-28T08:31:29.118Z,164335868911802
"""kobe @ AlI4qMkitA"" collected 28.00 from pot",2022-01-28T08:31:29.118Z,164335868911801
"Uncalled bet of 20.00 returned to ""kobe @ AlI4qMkitA""",2022-01-28T08:31:29.118Z,164335868911800
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:31:28.269Z,164335868826900
"""kobe @ AlI4qMkitA"" bets 20.00",2022-01-28T08:31:06.330Z,164335866633000
"River: 10♦, 6♦, 3♦, 2♣ [6♠]",2022-01-28T08:30:40.749Z,164335864074900
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:30:39.900Z,164335863990000
"""hen @ lThNfQ1a9c"" calls 5.00",2022-01-28T08:30:35.640Z,164335863564000
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:30:33.326Z,164335863332600
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:30:32.407Z,164335863240700
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:30:29.019Z,164335862901900
"""kobe @ AlI4qMkitA"" bets 5.00",2022-01-28T08:30:27.562Z,164335862756200
"Turn: 10♦, 6♦, 3♦ [2♣]",2022-01-28T08:30:21.072Z,164335862107200
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:30:20.238Z,164335862023800
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:30:19.236Z,164335861923600
"""Nate @ 8d8glJLxQP"" checks",2022-01-28T08:30:17.772Z,164335861777200
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:30:16.844Z,164335861684400
"""Zach @ BBsZMWPFSI"" checks",2022-01-28T08:30:15.820Z,164335861582000
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:30:11.749Z,164335861174900
"Flop:  [10♦, 6♦, 3♦]",2022-01-28T08:30:07.207Z,164335860720700
"""Zach @ BBsZMWPFSI"" calls 3.00",2022-01-28T08:30:06.299Z,164335860629900
"""kobe @ AlI4qMkitA"" calls 3.00",2022-01-28T08:30:05.337Z,164335860533700
"""Chris @ ZEVJrHfGTj"" calls 3.00",2022-01-28T08:30:04.169Z,164335860416900
"""hen @ lThNfQ1a9c"" calls 3.00",2022-01-28T08:30:03.187Z,164335860318700
"""Nate @ 8d8glJLxQP"" calls 3.00",2022-01-28T08:30:01.622Z,164335860162200
"""Zach Y @ QR-4gITocS"" raises to 3.00",2022-01-28T08:30:00.295Z,164335860029500
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-28T08:29:50.791Z,164335859079109
"""kobe @ AlI4qMkitA"" posts a small blind of 0.25",2022-01-28T08:29:50.791Z,164335859079108
"Your hand is 4♣, A♥",2022-01-28T08:29:50.791Z,164335859079102
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.21) | #4 ""Zach Y @ QR-4gITocS"" (129.18) | #6 ""Nate @ 8d8glJLxQP"" (277.48) | #7 ""hen @ lThNfQ1a9c"" (209.67) | #8 ""Chris @ ZEVJrHfGTj"" (269.23) | #9 ""kobe @ AlI4qMkitA"" (333.56)",2022-01-28T08:29:50.791Z,164335859079101
"-- starting hand #212  (No Limit Texas Hold'em) (dealer: ""Chris @ ZEVJrHfGTj"") --",2022-01-28T08:29:50.791Z,164335859079100
"""Zach @ BBsZMWPFSI"" shows a 2♦, 8♣.",2022-01-28T08:29:48.653Z,164335858865300
"-- ending hand #211 --",2022-01-28T08:29:44.045Z,164335858404502
"""kobe @ AlI4qMkitA"" collected 13.87 from pot",2022-01-28T08:29:44.045Z,164335858404501
"Uncalled bet of 7.00 returned to ""kobe @ AlI4qMkitA""",2022-01-28T08:29:44.045Z,164335858404500
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:29:43.150Z,164335858315000
"""kobe @ AlI4qMkitA"" bets 7.00",2022-01-28T08:29:41.571Z,164335858157100
"Turn: J♦, J♣, 10♥ [K♥]",2022-01-28T08:29:35.923Z,164335857592300
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:29:35.040Z,164335857504000
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:29:33.742Z,164335857374200
"Flop:  [J♦, J♣, 10♥]",2022-01-28T08:29:31.920Z,164335857192000
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:29:31.089Z,164335857108900
"""hen @ lThNfQ1a9c"" calls 6.00",2022-01-28T08:29:30.002Z,164335857000200
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:29:23.643Z,164335856364300
"""kobe @ AlI4qMkitA"" raises to 6.00",2022-01-28T08:29:20.302Z,164335856030200
"""Chris @ ZEVJrHfGTj"" calls 1.37",2022-01-28T08:29:14.524Z,164335855452400
"""hen @ lThNfQ1a9c"" raises to 1.37",2022-01-28T08:29:13.040Z,164335855304000
"""Nate @ 8d8glJLxQP"" calls 0.50",2022-01-28T08:29:02.454Z,164335854245400
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:29:00.227Z,164335854022700
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:28:58.300Z,164335853830000
"""kobe @ AlI4qMkitA"" posts a big blind of 0.50",2022-01-28T08:28:56.890Z,164335853689009
"""Chris @ ZEVJrHfGTj"" posts a small blind of 0.25",2022-01-28T08:28:56.890Z,164335853689008
"Your hand is 2♦, 8♣",2022-01-28T08:28:56.890Z,164335853689002
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.21) | #4 ""Zach Y @ QR-4gITocS"" (129.18) | #6 ""Nate @ 8d8glJLxQP"" (277.98) | #7 ""hen @ lThNfQ1a9c"" (215.67) | #8 ""Chris @ ZEVJrHfGTj"" (270.60) | #9 ""kobe @ AlI4qMkitA"" (325.69)",2022-01-28T08:28:56.890Z,164335853689001
"-- starting hand #211  (No Limit Texas Hold'em) (dealer: ""hen @ lThNfQ1a9c"") --",2022-01-28T08:28:56.890Z,164335853689000
"""Nate @ 8d8glJLxQP"" shows a 5♦, 5♥.",2022-01-28T08:28:53.774Z,164335853377400
"-- ending hand #210 --",2022-01-28T08:28:53.240Z,164335853324002
"""hen @ lThNfQ1a9c"" collected 22.72 from pot",2022-01-28T08:28:53.240Z,164335853324001
"Uncalled bet of 17.04 returned to ""hen @ lThNfQ1a9c""",2022-01-28T08:28:53.240Z,164335853324000
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:28:52.403Z,164335853240300
"""hen @ lThNfQ1a9c"" bets 17.04",2022-01-28T08:28:51.062Z,164335853106200
"River: 8♠, J♦, J♣, K♦ [2♥]",2022-01-28T08:28:46.836Z,164335852683600
"""Nate @ 8d8glJLxQP"" checks",2022-01-28T08:28:45.999Z,164335852599900
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:28:44.208Z,164335852420800
"Turn: 8♠, J♦, J♣ [K♦]",2022-01-28T08:28:40.431Z,164335852043100
"""Nate @ 8d8glJLxQP"" calls 5.68",2022-01-28T08:28:39.587Z,164335851958700
"""kobe @ AlI4qMkitA"" folds",2022-01-28T08:28:38.118Z,164335851811800
"""hen @ lThNfQ1a9c"" bets 5.68",2022-01-28T08:28:37.143Z,164335851714300
"Flop:  [8♠, J♦, J♣]",2022-01-28T08:28:30.825Z,164335851082500
"""Nate @ 8d8glJLxQP"" calls 3.62",2022-01-28T08:28:29.993Z,164335850999300
"""kobe @ AlI4qMkitA"" calls 3.62",2022-01-28T08:28:28.363Z,164335850836300
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:28:26.678Z,164335850667800
"""hen @ lThNfQ1a9c"" raises to 3.62",2022-01-28T08:28:25.641Z,164335850564100
"""Nate @ 8d8glJLxQP"" calls 1.00",2022-01-28T08:28:19.011Z,164335849901100
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:28:17.506Z,164335849750600
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:28:16.520Z,164335849652000
"""kobe @ AlI4qMkitA"" posts a straddle of 1.00",2022-01-28T08:28:09.997Z,164335848999710
"""Chris @ ZEVJrHfGTj"" posts a big blind of 0.50",2022-01-28T08:28:09.997Z,164335848999709
"""hen @ lThNfQ1a9c"" posts a small blind of 0.25",2022-01-28T08:28:09.997Z,164335848999708
"Your hand is 4♦, A♥",2022-01-28T08:28:09.997Z,164335848999702
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.21) | #4 ""Zach Y @ QR-4gITocS"" (129.18) | #6 ""Nate @ 8d8glJLxQP"" (287.28) | #7 ""hen @ lThNfQ1a9c"" (202.25) | #8 ""Chris @ ZEVJrHfGTj"" (271.10) | #9 ""kobe @ AlI4qMkitA"" (329.31)",2022-01-28T08:28:09.997Z,164335848999701
"-- starting hand #210  (No Limit Texas Hold'em) (dealer: ""Nate @ 8d8glJLxQP"") --",2022-01-28T08:28:09.997Z,164335848999700
"-- ending hand #209 --",2022-01-28T08:28:03.957Z,164335848395703
"""hen @ lThNfQ1a9c"" shows a 4♥, 3♥.",2022-01-28T08:28:03.957Z,164335848395702
"""Chris @ ZEVJrHfGTj"" collected 17.49 from pot with Pair, J's (combination: J♠, J♣, K♣, 10♥, 9♦)",2022-01-28T08:28:03.957Z,164335848395701
"""Chris @ ZEVJrHfGTj"" shows a J♠, 9♦.",2022-01-28T08:28:03.957Z,164335848395700
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:28:03.106Z,164335848310600
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:28:01.482Z,164335848148200
"River: 7♥, J♣, 6♣, 10♥ [K♣]",2022-01-28T08:27:57.347Z,164335847734700
"""hen @ lThNfQ1a9c"" calls 4.12",2022-01-28T08:27:56.484Z,164335847648400
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:27:53.102Z,164335847310200
"""kobe @ AlI4qMkitA"" folds",2022-01-28T08:27:51.358Z,164335847135800
"""Chris @ ZEVJrHfGTj"" bets 4.12",2022-01-28T08:27:46.518Z,164335846651800
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:27:43.074Z,164335846307400
"Turn: 7♥, J♣, 6♣ [10♥]",2022-01-28T08:27:41.532Z,164335846153200
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:27:40.681Z,164335846068100
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:27:39.645Z,164335845964500
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:27:38.261Z,164335845826100
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:27:37.198Z,164335845719800
"Flop:  [7♥, J♣, 6♣]",2022-01-28T08:27:34.841Z,164335845484100
"""Chris @ ZEVJrHfGTj"" calls 2.25",2022-01-28T08:27:33.938Z,164335845393800
"""hen @ lThNfQ1a9c"" calls 2.25",2022-01-28T08:27:32.116Z,164335845211600
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:27:30.909Z,164335845090900
"""Zach Y @ QR-4gITocS"" calls 2.25",2022-01-28T08:27:29.955Z,164335844995500
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:27:27.825Z,164335844782500
"""kobe @ AlI4qMkitA"" raises to 2.25",2022-01-28T08:27:26.832Z,164335844683200
"""Chris @ ZEVJrHfGTj"" calls 0.50",2022-01-28T08:27:24.784Z,164335844478400
"""hen @ lThNfQ1a9c"" posts a big blind of 0.50",2022-01-28T08:27:22.815Z,164335844281509
"""Nate @ 8d8glJLxQP"" posts a small blind of 0.25",2022-01-28T08:27:22.815Z,164335844281508
"Your hand is 8♥, 4♠",2022-01-28T08:27:22.815Z,164335844281502
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.21) | #4 ""Zach Y @ QR-4gITocS"" (131.43) | #6 ""Nate @ 8d8glJLxQP"" (287.53) | #7 ""hen @ lThNfQ1a9c"" (208.62) | #8 ""Chris @ ZEVJrHfGTj"" (259.98) | #9 ""kobe @ AlI4qMkitA"" (331.56)",2022-01-28T08:27:22.815Z,164335844281501
"-- starting hand #209  (No Limit Texas Hold'em) (dealer: ""Zach Y @ QR-4gITocS"") --",2022-01-28T08:27:22.815Z,164335844281500
"-- ending hand #208 --",2022-01-28T08:27:16.723Z,164335843672303
"""hen @ lThNfQ1a9c"" shows a 2♠, 3♠.",2022-01-28T08:27:16.723Z,164335843672302
"""kobe @ AlI4qMkitA"" collected 8.25 from pot with Pair, 9's (combination: 9♥, 9♠, A♥, K♣, J♦)",2022-01-28T08:27:16.723Z,164335843672301
"""kobe @ AlI4qMkitA"" shows a K♣, J♦.",2022-01-28T08:27:16.723Z,164335843672300
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:27:15.810Z,164335843581000
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:27:14.850Z,164335843485000
"River: 7♦, A♥, 9♥, 8♣ [9♠]",2022-01-28T08:27:13.203Z,164335843320300
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:27:12.353Z,164335843235300
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:27:10.731Z,164335843073100
"Turn: 7♦, A♥, 9♥ [8♣]",2022-01-28T08:27:04.515Z,164335842451500
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:27:03.695Z,164335842369500
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:27:02.024Z,164335842202400
"Flop:  [7♦, A♥, 9♥]",2022-01-28T08:27:00.312Z,164335842031200
"""hen @ lThNfQ1a9c"" calls 3.75",2022-01-28T08:26:59.472Z,164335841947200
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:26:58.241Z,164335841824100
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:26:56.498Z,164335841649800
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:26:55.202Z,164335841520200
"""kobe @ AlI4qMkitA"" raises to 3.75",2022-01-28T08:26:53.613Z,164335841361300
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:26:50.602Z,164335841060200
"""hen @ lThNfQ1a9c"" posts a straddle of 1.00",2022-01-28T08:26:48.504Z,164335840850410
"""Nate @ 8d8glJLxQP"" posts a big blind of 0.50",2022-01-28T08:26:48.504Z,164335840850409
"""Zach Y @ QR-4gITocS"" posts a small blind of 0.25",2022-01-28T08:26:48.504Z,164335840850408
"Your hand is 4♠, A♦",2022-01-28T08:26:48.504Z,164335840850402
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.21) | #4 ""Zach Y @ QR-4gITocS"" (131.68) | #6 ""Nate @ 8d8glJLxQP"" (288.03) | #7 ""hen @ lThNfQ1a9c"" (212.37) | #8 ""Chris @ ZEVJrHfGTj"" (259.98) | #9 ""kobe @ AlI4qMkitA"" (327.06)",2022-01-28T08:26:48.504Z,164335840850401
"-- starting hand #208  (No Limit Texas Hold'em) (dealer: ""Zach @ BBsZMWPFSI"") --",2022-01-28T08:26:48.504Z,164335840850400
"Undealt cards: A♦, 2♠, 9♦ [6♣, 4♠]",2022-01-28T08:26:45.202Z,164335840520200
"-- ending hand #207 --",2022-01-28T08:26:42.496Z,164335840249601
"""Zach Y @ QR-4gITocS"" collected 1.25 from pot",2022-01-28T08:26:42.496Z,164335840249600
"""kobe @ AlI4qMkitA"" folds",2022-01-28T08:26:41.665Z,164335840166500
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:26:40.727Z,164335840072700
"Flop:  [A♦, 2♠, 9♦]",2022-01-28T08:26:38.696Z,164335839869600
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:26:37.873Z,164335839787300
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:26:34.390Z,164335839439000
"""kobe @ AlI4qMkitA"" calls 0.50",2022-01-28T08:26:33.465Z,164335839346500
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:26:32.507Z,164335839250700
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:26:31.384Z,164335839138400
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:26:30.439Z,164335839043900
"""Zach Y @ QR-4gITocS"" posts a big blind of 0.50",2022-01-28T08:26:28.659Z,164335838865909
"""Zach @ BBsZMWPFSI"" posts a small blind of 0.25",2022-01-28T08:26:28.659Z,164335838865908
"Your hand is Q♥, 3♦",2022-01-28T08:26:28.659Z,164335838865902
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.46) | #4 ""Zach Y @ QR-4gITocS"" (130.93) | #6 ""Nate @ 8d8glJLxQP"" (288.03) | #7 ""hen @ lThNfQ1a9c"" (212.37) | #8 ""Chris @ ZEVJrHfGTj"" (259.98) | #9 ""kobe @ AlI4qMkitA"" (327.56)",2022-01-28T08:26:28.659Z,164335838865901
"-- starting hand #207  (No Limit Texas Hold'em) (dealer: ""kobe @ AlI4qMkitA"") --",2022-01-28T08:26:28.659Z,164335838865900
"-- ending hand #206 --",2022-01-28T08:26:22.569Z,164335838256903
"""kobe @ AlI4qMkitA"" shows a A♦, 3♦.",2022-01-28T08:26:22.569Z,164335838256902
"""Nate @ 8d8glJLxQP"" collected 5.50 from pot with Two Pair, 7's & 2's (combination: 7♥, 7♣, 2♠, 2♥, 10♦)",2022-01-28T08:26:22.569Z,164335838256901
"""Nate @ 8d8glJLxQP"" shows a 2♠, 2♥.",2022-01-28T08:26:22.569Z,164335838256900
"""Nate @ 8d8glJLxQP"" calls 0.50",2022-01-28T08:26:21.683Z,164335838168300
"""kobe @ AlI4qMkitA"" bets 0.50",2022-01-28T08:26:20.150Z,164335838015000
"River: 7♥, 6♣, 7♣, 10♦ [9♠]",2022-01-28T08:26:17.964Z,164335837796400
"""Nate @ 8d8glJLxQP"" checks",2022-01-28T08:26:17.065Z,164335837706500
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:26:15.798Z,164335837579800
"Turn: 7♥, 6♣, 7♣ [10♦]",2022-01-28T08:26:14.048Z,164335837404800
"""Nate @ 8d8glJLxQP"" checks",2022-01-28T08:26:13.201Z,164335837320100
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:26:11.797Z,164335837179700
"Flop:  [7♥, 6♣, 7♣]",2022-01-28T08:26:09.046Z,164335836904600
"""Nate @ 8d8glJLxQP"" calls 2.00",2022-01-28T08:26:08.205Z,164335836820500
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:26:05.936Z,164335836593600
"""kobe @ AlI4qMkitA"" raises to 2.00",2022-01-28T08:26:02.669Z,164335836266900
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:26:00.149Z,164335836014900
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:25:59.127Z,164335835912700
"""Nate @ 8d8glJLxQP"" calls 0.50",2022-01-28T08:25:58.218Z,164335835821800
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:25:56.765Z,164335835676500
"""Zach @ BBsZMWPFSI"" posts a big blind of 0.50",2022-01-28T08:25:54.749Z,164335835474909
"""kobe @ AlI4qMkitA"" posts a small blind of 0.25",2022-01-28T08:25:54.749Z,164335835474908
"Your hand is 10♥, K♦",2022-01-28T08:25:54.749Z,164335835474902
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.96) | #4 ""Zach Y @ QR-4gITocS"" (130.93) | #6 ""Nate @ 8d8glJLxQP"" (285.03) | #7 ""hen @ lThNfQ1a9c"" (212.37) | #8 ""Chris @ ZEVJrHfGTj"" (259.98) | #9 ""kobe @ AlI4qMkitA"" (330.06)",2022-01-28T08:25:54.749Z,164335835474901
"-- starting hand #206  (No Limit Texas Hold'em) (dealer: ""Chris @ ZEVJrHfGTj"") --",2022-01-28T08:25:54.749Z,164335835474900
"""Nate @ 8d8glJLxQP"" shows a 4♠, 5♦.",2022-01-28T08:25:51.171Z,164335835117100
"-- ending hand #205 --",2022-01-28T08:25:48.233Z,164335834823302
"""Chris @ ZEVJrHfGTj"" collected 10.50 from pot with Two Pair, 8's & 4's (combination: 8♠, 8♦, 4♣, 4♥, A♣)",2022-01-28T08:25:48.233Z,164335834823301
"""Chris @ ZEVJrHfGTj"" shows a 8♠, A♣.",2022-01-28T08:25:48.233Z,164335834823300
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:25:47.390Z,164335834739000
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:25:45.649Z,164335834564900
"River: 5♣, 8♦, 4♣, 4♥ [9♦]",2022-01-28T08:25:44.428Z,164335834442800
"""Zach Y @ QR-4gITocS"" calls 1.50",2022-01-28T08:25:43.566Z,164335834356600
"""kobe @ AlI4qMkitA"" folds",2022-01-28T08:25:40.866Z,164335834086600
"""Chris @ ZEVJrHfGTj"" bets 1.50",2022-01-28T08:25:39.681Z,164335833968100
"Turn: 5♣, 8♦, 4♣ [4♥]",2022-01-28T08:25:35.122Z,164335833512200
"""Zach Y @ QR-4gITocS"" checks",2022-01-28T08:25:34.238Z,164335833423800
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:25:31.237Z,164335833123700
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:25:29.661Z,164335832966100
"Flop:  [5♣, 8♦, 4♣]",2022-01-28T08:25:29.024Z,164335832902400
"""Chris @ ZEVJrHfGTj"" calls 2.50",2022-01-28T08:25:28.150Z,164335832815000
"""Zach Y @ QR-4gITocS"" calls 2.50",2022-01-28T08:25:26.820Z,164335832682000
"""kobe @ AlI4qMkitA"" raises to 2.50",2022-01-28T08:25:21.931Z,164335832193100
"""Chris @ ZEVJrHfGTj"" calls 0.50",2022-01-28T08:25:17.061Z,164335831706100
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:25:15.485Z,164335831548500
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:25:13.585Z,164335831358500
"""Zach Y @ QR-4gITocS"" calls 0.50",2022-01-28T08:25:12.655Z,164335831265500
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:25:10.600Z,164335831060000
"""kobe @ AlI4qMkitA"" posts a big blind of 0.50",2022-01-28T08:25:08.278Z,164335830827809
"""Chris @ ZEVJrHfGTj"" posts a small blind of 0.25",2022-01-28T08:25:08.278Z,164335830827808
"Your hand is 3♥, 5♠",2022-01-28T08:25:08.278Z,164335830827802
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.96) | #4 ""Zach Y @ QR-4gITocS"" (134.93) | #6 ""Nate @ 8d8glJLxQP"" (285.03) | #7 ""hen @ lThNfQ1a9c"" (212.37) | #8 ""Chris @ ZEVJrHfGTj"" (253.48) | #9 ""kobe @ AlI4qMkitA"" (332.56)",2022-01-28T08:25:08.278Z,164335830827801
"-- starting hand #205  (No Limit Texas Hold'em) (dealer: ""hen @ lThNfQ1a9c"") --",2022-01-28T08:25:08.278Z,164335830827800
"-- ending hand #204 --",2022-01-28T08:25:02.199Z,164335830219903
"""kobe @ AlI4qMkitA"" shows a 4♥, A♦.",2022-01-28T08:25:02.199Z,164335830219902
"""Chris @ ZEVJrHfGTj"" collected 29.75 from pot with Straight, 9 High (combination: 9♣, 8♠, 7♥, 6♠, 5♠)",2022-01-28T08:25:02.199Z,164335830219901
"""Chris @ ZEVJrHfGTj"" shows a 9♣, 8♠.",2022-01-28T08:25:02.199Z,164335830219900
"""Chris @ ZEVJrHfGTj"" calls 8.00",2022-01-28T08:25:01.362Z,164335830136200
"""kobe @ AlI4qMkitA"" bets 8.00",2022-01-28T08:24:59.136Z,164335829913600
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:24:32.524Z,164335827252400
"River: 5♠, 6♠, 7♥, 2♠ [8♣]",2022-01-28T08:24:25.447Z,164335826544700
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:24:24.511Z,164335826451100
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:24:14.874Z,164335825487400
"Turn: 5♠, 6♠, 7♥ [2♠]",2022-01-28T08:24:10.023Z,164335825002300
"""kobe @ AlI4qMkitA"" calls 5.25",2022-01-28T08:24:09.101Z,164335824910100
"""Chris @ ZEVJrHfGTj"" raises to 5.25",2022-01-28T08:24:06.497Z,164335824649700
"""Zach Y @ QR-4gITocS"" folds",2022-01-28T08:23:59.483Z,164335823948300
"""kobe @ AlI4qMkitA"" bets 1.00",2022-01-28T08:23:51.830Z,164335823183000
"""Chris @ ZEVJrHfGTj"" checks",2022-01-28T08:23:48.492Z,164335822849200
"Flop:  [5♠, 6♠, 7♥]",2022-01-28T08:23:46.843Z,164335822684300
"""kobe @ AlI4qMkitA"" checks",2022-01-28T08:23:46.004Z,164335822600400
"""Chris @ ZEVJrHfGTj"" calls 1.00",2022-01-28T08:23:43.876Z,164335822387600
"""hen @ lThNfQ1a9c"" folds",2022-01-28T08:23:41.228Z,164335822122800
"""Nate @ 8d8glJLxQP"" folds",2022-01-28T08:23:39.495Z,164335821949500
"""Zach Y @ QR-4gITocS"" calls 1.00",2022-01-28T08:23:38.441Z,164335821844100
"""Zach @ BBsZMWPFSI"" folds",2022-01-28T08:23:36.318Z,164335821631800
"""kobe @ AlI4qMkitA"" posts a straddle of 1.00",2022-01-28T08:23:33.828Z,164335821382810
"""Chris @ ZEVJrHfGTj"" posts a big blind of 0.50",2022-01-28T08:23:33.828Z,164335821382809
"""hen @ lThNfQ1a9c"" posts a small blind of 0.25",2022-01-28T08:23:33.828Z,164335821382808
"Your hand is A♥, 7♣",2022-01-28T08:23:33.828Z,164335821382802
"Player stacks: #1 ""Zach @ BBsZMWPFSI"" (230.96) | #4 ""Zach Y @ QR-4gITocS"" (135.93) | #6 ""Nate @ 8d8glJLxQP"" (285.03) | #7 ""hen @ lThNfQ1a9c"" (212.62) | #8 ""Chris @ ZEVJrHfGTj"" (237.98) | #9 ""kobe @ AlI4qMkitA"" (346.81)",2022-01-28T08:23:33.828Z,164335821382801
"-- starting hand #204  (No Limit Texas Hold'em) (dealer: ""Nate @ 8d8glJLxQP"") --",2022-01-28T08:23:33.828Z,164335821382800
"-- ending hand #203 --",2022-01-28T08:23:27.792Z,164335820779202
"""kobe @ AlI4qMkitA"" collected 146.81 from pot with Two Pair, Q's & 7's (combination: Q♦, Q♣, 7♦, 7♥, J♠)",2022-01-28T08:23:27.792Z,164335820779201
"""kobe @ AlI4qMkitA"" shows a Q♦, Q♣.",2022-01-28T08:23:27.792Z,164335820779200
"""hen @ lThNfQ1a9c"" calls 35.28",2022-01-28T08:23:26.883Z,164335820688300
"""kobe @ AlI4qMkitA"" bets 35.28",2022-01-28T08:22:56.278Z,164335817627800
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:22:47.278Z,164335816727800
"River: 3♠, 7♦, 8♥, J♠ [7♥]",2022-01-28T08:22:45.556Z,164335816555600
"""hen @ lThNfQ1a9c"" calls 10.00",2022-01-28T08:22:44.720Z,164335816472000
"""kobe @ AlI4qMkitA"" bets 10.00",2022-01-28T08:22:42.493Z,164335816249300
"""hen @ lThNfQ1a9c"" checks",2022-01-28T08:22:39.834Z,164335815983400
"Turn: 3♠, 7♦, 8♥ [J♠]",2022-01-28T08:22:38.349Z,164335815834900
"""Chris @ ZEVJrHfGTj"" folds",2022-01-28T08:22:37.531Z,164335815753100
"""hen @ lThNfQ1a9c"" calls 10.00",2022-01-28T08:22:34.051Z,164335815405100
"""kobe @ AlI4qMkitA"" bets 10.00",2022-01-28T08:22:31.737Z,164335815173700
